"V1" "V2"
"113" -1.167419 3.09501
"114" 6.431719 6.200388
"115" -1.032762 0.325652
"116" 2.940735 4.592149
"117" 2.682248 4.998976
"118" 0.269149 0.275056
"119" 7.113893 5.538713
"120" -0.83562 3.525064
"121" 6.813656 6.586557
"122" 7.823412 6.189201
"123" -0.690465 2.853876
"124" 0.408584 -0.231867
"125" -0.780939 3.182544
"126" -1.511504 -3.469727
"127" 0.655369 -0.466617
"128" -1.754266 -2.662079
"129" 0.431142 0.454569
"130" -0.303181 -3.276041
"131" 7.381147 5.86123
"132" -0.942824 3.107983
"133" 3.128424 5.022934
"134" -0.909997 -2.653998
"135" -0.541123 4.063747
"136" -1.452945 -3.503052
"137" 7.611719 6.406224
"138" 3.280682 5.020044
"139" 7.420559 6.156065
"140" 3.174907 5.193897
"141" 0.002443 0.009825
"142" -1.059165 3.054234
"143" 0.703619 -0.364481
"144" -0.776154 0.016308
"145" 5.464239 5.743995
"146" -0.50352 0.105449
"147" -0.154202 0.440977
"148" -0.904654 -3.290262
"149" -1.707606 -3.565561
"150" -0.565946 -0.630373
"151" -1.039992 -3.556781
"152" -0.455665 -2.722439
"153" -0.512828 -2.627868
"154" -0.115627 0.341371
"155" -2.10911 1.651288
"156" -0.331801 2.993659
"157" -0.587957 -0.718898
"158" 6.924571 6.121039
"159" 6.938723 5.914204
"160" -1.383799 2.961654
"161" 7.506381 5.713584
"162" -1.211652 2.550963
"163" -0.578946 2.56244
"164" 7.107455 6.822114
"165" -0.834867 3.572472
"166" 0.370178 0.286521
"167" -0.805278 -3.731847
"168" -1.139382 -1.894073
"169" -0.427522 -0.056733
"170" -2.170492 -2.831649
"171" 2.851834 5.320329
"172" -0.024301 -0.833804
"173" -0.492047 -3.861725
"174" -0.931727 -3.162604
"175" -1.474297 2.860951
"176" 6.643841 6.763334
"177" 0.334021 0.381486
"178" -0.026825 0.408292
"179" -0.886857 2.651441
"180" -0.806579 -3.236633
"181" 0.541674 -1.147272
"182" -0.734229 3.544034
"183" -1.206692 -3.517602
"184" 7.132349 5.494577
"185" -0.500812 0.855304
"186" -0.309475 -0.459794
"187" 0.645263 0.904914
"188" -0.478282 2.085452
"189" 2.194014 5.43574
"190" 7.440612 5.65415
"191" -0.723874 -2.884822
"192" 6.5322 6.188972
"193" 0.732015 -0.242045
"194" 6.594237 7.24193
"195" 3.165807 5.265975
"196" 6.497682 5.082553
"197" -1.263454 -3.178144
"198" 1.218164 -0.394659
"199" -1.252405 -4.044281
"200" 7.366219 5.724766
"201" 6.386383 6.258808
"202" 6.395827 6.30967
"203" 0.160589 -0.073385
"204" 7.477632 5.977015
"205" 7.032925 5.410155
"206" -1.389212 -3.376021
"207" 6.91116 6.226055
"208" 2.433903 5.280729
"209" -0.226117 0.736954
"210" -0.53514 -2.812322
"211" -1.001827 0.648792
"212" 3.386506 4.354471
"213" -1.456987 0.33625
"214" 7.105395 5.500774
"215" -1.368795 3.442899
"216" -1.062811 -2.824286
"217" 7.26347 6.490536
"218" 2.953013 4.793612
"219" 7.441739 5.989637
"220" -0.658108 -2.621721
"221" 0.009077 -0.034213
"222" -0.062891 -0.289851
"223" 2.999811 5.759707
"224" 3.974776 5.265884
"225" 3.320876 4.988779
"226" 2.501754 5.241129
"227" -1.249286 3.237799
"228" 0.517759 0.914475
"229" -0.877131 2.732081
"230" 7.198207 6.071562
"231" 2.729428 5.296633
"232" 7.923801 5.955712
"233" 7.474794 5.878574
"234" -0.518463 -0.358871
"235" -1.496684 2.325934
"236" 2.515309 4.853479
"237" 2.955272 5.038766
"238" 0.083715 0.325193
"239" 7.233785 5.790561
"240" -0.90828 3.570962
"241" -0.881915 3.563142
"242" -1.542111 2.955752
"243" 3.324533 5.450381
"244" 6.992241 5.839022
"245" 3.507665 4.29755
"246" -0.30615 0.043404
"247" 7.768401 5.297889
"248" 0.104219 2.651208
"249" 0.281439 -0.152079
"250" -0.758799 -3.014781
"251" -1.126136 -3.132662
"252" -0.550282 -0.10998
"253" 3.153999 4.379348
"254" -1.644543 2.853286
"255" 3.336939 5.153286
"256" -0.669775 3.700515
"257" 0.35304 -0.011063
"258" 1.905883 3.897875
"259" -0.522065 -0.705839
"260" -0.248382 0.396837
"261" -0.654209 3.837816
"262" 6.600043 6.139826
"263" -0.463918 -0.077371
"264" 6.89486 6.033554
"265" 6.99507 6.683496
"266" -0.999463 -3.918657
"267" -0.23186 -3.21762
"268" -0.4125 -2.9681
"269" -0.577026 -3.314938
"270" 7.648153 5.955037
"271" 7.785092 6.825385
"272" -0.872082 -3.095249
"273" -1.225913 2.531657
"274" 7.371276 6.042876
"275" -0.389638 0.802047
"276" 7.098255 5.415184
"277" 0.261345 0.585817
"278" 7.402519 5.762496
"279" -1.38026 -1.884064
"280" -0.235121 -1.153758
"281" -0.873609 -3.018021
"282" 6.927851 6.462081
"283" 7.212608 5.755179
"284" 3.118012 5.737064
"285" 6.716281 5.984312
"286" 6.888587 5.949845
"287" 6.293082 6.644673
"288" -1.528309 -2.565246
"289" 0.174824 -3.388742
"290" -1.925174 2.709125
"291" 7.091806 5.720848
"292" -0.755173 3.775744
"293" 6.691327 5.44383
"294" -1.210912 2.555714
"295" 6.573719 5.759524
"296" 0.444907 0.469069
"297" 6.624715 5.272177
"298" 0.033627 -0.963014
"299" 7.824052 6.584088
"300" 2.688179 4.764228
"301" 6.418764 5.594225
"302" 6.283108 5.463157
"303" -1.455183 -2.640419
"304" -0.299334 0.371103
"305" 5.474256 6.206297
"306" -0.42865 0.814989
"307" 0.240453 -2.678474
"308" 0.076838 0.689054
"309" -0.524185 0.663517
"310" -0.891314 -2.758004
"311" -0.570719 -3.348722
"312" 3.352681 5.889484
"313" 7.028153 5.257955
"314" -1.284123 -3.132567
"315" 3.225847 5.518014
"316" 2.601394 5.619358
"317" -0.753821 -3.55718
"318" -0.164756 0.653
"319" 3.188285 5.891468
"320" 3.409397 5.20498
"321" 0.101646 3.721452
"322" -0.171708 0.124596
"323" -1.073603 -2.801872
"324" -1.240114 -3.035309
"325" -0.472691 2.48005
"326" 7.375201 6.716297
"327" -0.029576 -0.737698
"328" 0.653387 -0.189755
"329" 3.123385 4.947052
"330" 0.443384 0.304775
"331" 3.334376 5.268482
"332" 2.910979 4.414394
"333" -1.095733 -3.161678
"334" -1.534538 3.618056
"335" 2.522808 4.013862
"336" -0.395031 3.072791
"337" 0.709073 -0.37101
"338" 6.215105 5.746586
"339" 2.920051 5.616195
"340" -1.689567 -3.205839
"341" 3.234748 5.27204
"342" 0.915009 0.157593
"343" -1.598791 3.409023
"344" -1.127479 -2.884782
"345" 0.24848 -3.108508
"346" 5.992569 6.302861
"347" 2.056473 4.933415
"348" 6.973655 5.745989
"349" -0.145477 3.081679
"350" 3.001466 5.395766
"351" -0.072278 3.191639
"352" -0.590376 -3.339129
"353" -1.196816 2.695425
"354" -0.972192 -3.366284
"355" -1.666968 2.352378
"356" -0.248943 0.07951
"357" -0.913714 -3.327797
"358" -0.262427 3.235235
"359" -0.585743 2.156959
"360" -1.504153 3.20915
"361" 7.29525 5.362095
"362" 3.597253 4.900817
"363" -0.730371 -3.651787
"364" -2.084068 -3.487438
"365" 0.574692 -0.271035
"366" -1.073426 2.741824
"367" 3.819993 5.232109
"368" -1.054743 3.394369
"369" -0.632681 -0.662002
"370" -0.717543 -3.077351
"371" 2.706122 4.760691
"372" 1.926885 4.617937
"373" 3.685495 4.946105
"374" -1.138758 3.125635
"375" 2.954992 4.617339
"376" 6.970315 6.341702
"377" -1.697652 -3.417708
"378" -0.233938 -0.038947
"379" -1.282678 -2.622176
"380" 2.525085 4.967354
"381" -1.20027 2.405725
"382" -0.339259 -0.186141
"383" -1.247643 2.567844
"384" 7.162837 6.966331
"385" 7.182066 5.95254
"386" -1.851915 2.636722
"387" 7.275742 5.705378
"388" -0.086445 0.750429
"389" 0.441722 -0.169724
"390" 3.115463 5.765303
"391" 7.264163 6.3923
"392" -0.896293 2.518427
"393" -0.658998 -3.254821
"394" 6.437538 5.214297
"395" 6.675128 6.201164
"396" 7.575489 6.107082
"397" -0.053301 -0.180375
"398" 3.739366 5.245887
"399" 3.44043 5.29143
"400" -0.391805 0.121396
"401" 2.386234 4.894443
"402" -1.395515 -2.719675
"403" 2.631494 5.501831
"404" -0.622244 -0.297392
"405" -1.503188 -3.06749
"406" -0.719973 2.586286
"407" 3.480496 4.937701
"408" -0.22355 0.218545
"409" 3.212477 4.53865
"410" -2.087717 -2.720919
"411" -0.397088 -3.593708
"412" -0.908806 -3.221487
"413" 2.941146 4.883027
"414" 2.492815 4.328082
"415" -1.953499 -2.377181
"416" 7.518022 6.301089
"417" 6.812308 5.668885
"418" -1.30812 2.521691
"419" -0.350394 -2.179901
"420" 2.825764 5.691799
"421" 0.227002 0.251607
"422" 7.024079 6.245953
"423" -0.307695 0.139183
"424" 6.813953 6.202178
"425" -1.436882 1.97982
"426" 3.375212 4.505918
"427" 3.517843 4.72728
"428" 7.003341 5.872639
"429" -1.496704 3.589654
"430" 0.994723 0.334586
"431" -1.05195 -3.57319
"432" -1.047523 1.878211
"433" 6.580458 5.774423
"434" -0.068664 0.551886
"435" 2.261684 4.141982
"436" 0.091899 -0.230248
"437" -0.156785 0.797836
"438" 7.417606 5.968476
"439" -0.976631 -2.410688
"440" -0.220323 -3.659213
"441" 0.563786 0.171897
"442" 7.799834 5.702147
"443" -1.431721 3.088784
"444" -1.039221 2.804716
"445" -0.829019 0.659005
"446" 7.316161 5.948761
"447" 3.192682 5.315485
"448" -0.009252 -0.10062
"449" 3.171896 5.139322
"450" 3.462462 5.471547
"451" -2.610685 3.213757
"452" -0.189355 -3.605062
"453" -0.88843 2.947883
"454" -0.709981 -1.666069
"455" 6.55928 6.585182
"456" 6.835872 6.670112
"457" 6.688094 5.781163
"458" 7.819206 5.910785
"459" -0.519849 3.152048
"460" -0.217902 -2.829227
"461" -0.579486 2.787993
"462" -0.560632 -3.393186
"463" -1.124213 3.12059
"464" 7.983278 6.679897
"465" -2.549552 -3.288658
"466" -1.121317 -2.804732
"467" 6.408331 5.397485
"468" 6.880511 5.601801
"469" -1.067508 2.456064
"470" 6.508926 6.570084
"471" -0.87006 3.051432
"472" 7.110717 6.261532
"473" -1.081587 -2.533216
"474" -0.468636 -0.147337
"475" -0.150191 2.687767
"476" 2.093233 4.833637
"477" -0.929782 -2.362675
"478" -0.475775 -0.181685
"479" 2.360297 4.806192
"480" 7.724831 6.305836
"481" 0.649741 -0.587888
"482" -1.258082 3.167366
"483" 2.974421 5.222589
"484" 3.694072 5.190601
"485" 6.540764 6.265183
"486" 0.846451 0.553129
"487" 2.942326 4.438912
"488" 0.319888 -0.248978
"489" 6.468983 5.928274
"490" -1.457918 2.669781
"491" -0.331571 -2.706689
"492" 1.029477 -0.546349
"493" 2.157968 4.124432
"494" -0.490921 -2.883391
"495" 0.841342 -0.010706
"496" 6.635769 5.965791
"497" -0.738197 2.829145
"498" -1.21066 2.799775
"499" 2.974021 5.092924
"500" -0.032825 -0.147139
"501" 2.827367 4.936288
"502" 1.020869 1.164921
"503" 3.402058 4.678143
"504" 3.29489 5.198031
"505" 7.315664 4.815327
"506" 2.599348 4.799933
"507" -1.46017 -3.306358
"508" -0.333722 3.106921
"509" 2.978438 5.496718
"510" -1.393482 -3.358551
"511" 3.086751 5.644753
"512" 2.933153 5.300169
"513" 2.678529 4.568515
"514" -0.001665 0.069094
"515" 0.693426 0.378943
"516" 2.897406 4.082085
"517" -0.89806 2.763992
"518" -1.323691 -3.480018
"519" -1.994658 2.878383
"520" -0.978273 3.795122
"521" 7.702731 6.206207
"522" 7.475713 5.794369
"523" -1.163856 -3.175134
"524" 7.202844 6.073262
"525" 6.630209 6.726323
"526" -1.547312 2.121791
"527" 0.276031 -2.888075
"528" -0.329224 2.929708
"529" -0.257702 -1.87398
"530" 3.091326 4.9783
"531" -1.921998 -2.427817
"532" -1.299767 2.410044
"533" -0.12627 -0.220259
"534" -0.838977 3.363696
"535" 7.323358 6.142895
"536" 7.757678 5.271245
"537" -0.317451 0.010158
"538" 7.705092 5.552895
"539" 7.184674 5.199161
"540" -0.417604 -2.58251
"541" -0.32026 -0.966659
"542" 6.52517 5.655661
"543" -1.004731 3.383241
"544" 6.29597 5.478465
"545" 7.237694 5.619918
"546" 3.188465 5.255146
"547" -0.387771 0.195884
"548" -1.57001 2.819905
"549" 6.602712 6.422807
"550" 2.97713 4.585168
"551" 0.115385 0.330046
"552" -0.882649 3.237718
"553" -1.239726 2.776003
"554" -1.32615 3.066397
"555" 2.859242 5.434074
"556" 7.856104 6.880188
"557" 2.729987 4.50671
"558" -1.345507 -3.032015
"559" -0.19757 0.334182
"560" 7.56926 5.934108
"561" -0.900309 -3.208264
"562" -0.055407 0.162053
"563" -1.699537 -2.068045
"564" 0.158854 0.469253
"565" -0.838844 -2.577364
"566" -0.60528 -0.367848
"567" 6.583862 6.382032
"568" 3.201508 4.64884
"569" 6.623238 6.937177
"570" 0.104471 -3.084496
"571" 0.385851 -0.589007
"572" 6.034046 5.91529
"573" 3.32729 4.988647
"574" -1.101772 2.413642
"575" 7.079248 4.790002
"576" 0.052233 0.863553
"577" 0.094668 -3.620406
"578" -0.761339 2.69681
"579" 3.096963 4.568097
"580" 1.103216 -0.00525
"581" -1.192093 3.378345
"582" 2.88308 4.519414
"583" 6.912557 5.610114
"584" 2.771122 5.270547
"585" 2.831243 5.250741
"586" 2.417005 4.986938
"587" -1.316184 2.504219
"588" 3.263354 5.577965
"589" -0.337614 0.362154
"590" 2.154862 4.522779
"591" 3.59617 4.848401
"592" 0.074105 3.249027
"593" 3.160601 5.580604
"594" 0.209917 0.533173
"595" -0.976713 3.377856
"596" 2.502679 5.136218
"597" 0.837956 0.453225
"598" 7.760077 6.572016
"599" -0.327569 0.353045
"600" 3.262758 5.169785
"601" -0.866801 3.151235
"602" -1.026784 3.062036
"603" 2.525909 5.850379
"604" -0.311664 -3.479869
"605" 0.044139 -0.200389
"606" 3.518332 5.291978
"607" 7.858596 5.715389
"608" 2.545038 4.818516
"609" 6.962367 6.711424
"610" 0.225503 0.415333
"611" -0.640452 -3.496677
"612" -1.654072 -2.694935
"613" 3.0948 4.632787
"614" -0.926961 3.136083
"615" 6.197082 6.485911
"616" -0.633456 0.025781
"617" -0.939157 2.848041
"618" 2.145599 4.711061
"619" 2.83718 4.287557
"620" 0.002075 0.21155
"621" -1.32106 -3.204607
"622" -0.490394 -3.113336
"623" 3.568491 5.515545
"624" -2.036852 -3.435941
"625" -1.537431 -3.278972
"626" -0.517176 1.192078
"627" 2.803162 4.664282
"628" 0.23545 -0.618641
"629" -0.953556 3.321384
"630" -0.180887 -0.214551
"631" 3.136765 4.972403
"632" -0.361809 3.417666
"633" 2.193818 4.591451
"634" 0.044826 0.146381
"635" -1.214889 3.223227
"636" -1.108288 -2.978793
"637" -1.224442 3.354539
"638" -0.648336 2.835724
"639" -0.048913 -0.166971
"640" -0.743048 3.395566
"641" 2.647603 4.452438
"642" -1.476426 3.155457
"643" 7.307511 5.574915
"644" -1.181196 -3.608206
"645" -1.529 3.67971
"646" 7.726995 5.884641
"647" 7.210735 6.097782
"648" 0.325731 2.712718
"649" 7.596837 4.94872
"650" -1.365036 -3.079784
"651" 0.770413 -0.141022
"652" -1.062586 2.375059
"653" 3.079056 5.563544
"654" -0.768304 3.190398
"655" -0.569389 2.845583
"656" -1.472162 3.261529
"657" 6.462934 5.572883
"658" -1.541452 3.089477
"659" -0.610339 0.012867
"660" -0.761647 -3.379778
"661" -1.607258 -3.476439
"662" 2.937745 4.865929
"663" -0.772126 2.960683
"664" -1.140108 3.596529
"665" 6.520893 7.054527
"666" 8.094548 6.345597
"667" 6.726949 5.564933
"668" -0.354039 0.124917
"669" 0.105618 0.951027
"670" 3.303086 5.378126
"671" 7.255647 5.627241
"672" 0.077191 0.562409
"673" -0.03953 -0.165806
"674" 7.260237 5.327794
"675" 0.079222 -0.141198
"676" 2.432032 5.264814
"677" 3.686465 5.086241
"678" -1.736264 3.715713
"679" -0.498759 3.504551
"680" 8.060889 6.754881
"681" 5.789973 5.520458
"682" 0.140176 -0.057009
"683" 0.229748 -0.107463
"684" -1.604651 -2.678385
"685" 7.355774 5.331135
"686" 6.888338 6.21306
"687" -0.196273 -2.672917
"688" 3.43347 5.026108
"689" -1.274376 3.336603
"690" -0.103762 -2.650766
"691" 6.50604 6.313721
"692" 0.001008 -0.281213
"693" 6.386859 6.125076
"694" 2.591136 4.900843
"695" -1.388483 -3.148708
"696" 6.671348 6.038926
"697" -0.844855 -3.044167
"698" 0.295827 0.023891
"699" -0.474653 -3.379912
"700" -0.326436 -0.436677
"701" 1.755732 4.969575
"702" 7.384757 5.503711
"703" 0.88725 0.963516
"704" 3.388237 4.288512
"705" 2.971282 4.829706
"706" -0.085707 0.022263
"707" -1.387504 3.050308
"708" -1.383817 3.274486
"709" 2.680305 4.58916
"710" -1.241315 3.1104
"711" -0.869363 3.175728
"712" 6.566606 6.569512
"713" -1.321239 2.241779
"714" 2.606849 5.8891
"715" -0.010918 2.678687
"716" -0.271622 2.93697
"717" -1.201662 2.389166
"718" 0.012392 0.090149
"719" -1.072922 -2.75148
"720" -1.705826 3.002934
"721" -0.367335 -2.64369
"722" 2.259058 5.084717
"723" -1.095661 0.418834
"724" -0.640115 -3.615647
"725" -1.15254 2.756779
"726" -1.806968 -3.548742
"727" -0.442109 1.943577
"728" -1.351939 2.857656
"729" -1.777016 -2.947716
"730" 0.513019 3.076169
"731" 0.715461 -0.454365
"732" 2.650288 4.828227
"733" -0.77838 3.340398
"734" 2.435559 4.534245
"735" 7.037775 6.077808
"736" 7.125521 5.127228
"737" 6.552262 6.153902
"738" -0.247245 -2.003433
"739" -1.62646 -2.827469
"740" -0.087452 0.888321
"741" 0.23451 3.444941
"742" -0.882159 -3.78172
"743" -0.616567 -0.589659
"744" -1.274546 -2.581167
"745" 7.196047 5.728093
"746" -1.555441 2.548601
"747" -0.471204 3.253885
"748" -2.156941 -3.401627
"749" -1.452524 3.264749
"750" -1.291895 -3.178685
"751" 6.952393 6.272446
"752" 7.216084 5.597758
"753" 0.861986 0.496372
"754" -0.208175 0.744557
"755" -1.504099 2.646731
"756" -1.139644 2.238317
"757" -1.704591 -2.699229
"758" 0.227794 0.263954
"759" 1.018145 -0.737076
"760" 0.28798 0.781108
"761" -0.154596 -3.810087
"762" 6.786976 6.348477
"763" 0.230653 -0.222327
"764" -0.410195 3.048436
"765" 5.781084 4.575819
"766" -1.060917 -0.485309
"767" -0.435934 3.945275
"768" 0.366659 -0.057351
"769" -0.807962 -3.644271
"770" 2.445836 3.758416
"771" 3.486576 5.64872
"772" -1.007156 -3.29717
"773" -0.589648 3.788834
"774" -0.78959 -2.842486
"775" -1.999122 2.53075
"776" 3.422016 4.535444
"777" -0.527807 -3.033363
"778" 7.656561 6.871894
"779" 0.466793 0.197004
"780" -0.091438 -0.157391
"781" 2.723671 4.379828
"782" 6.435581 5.13125
"783" 6.801916 5.721741
"784" 6.891846 6.344794
"785" -0.742231 3.592561
"786" -0.140099 -0.820181
"787" 6.533896 6.025723
"788" -0.195171 0.195057
"789" -1.313421 3.559435
"790" 7.308554 5.825471
"791" -1.534657 -3.60695
"792" 7.715241 5.913756
"793" -0.752629 2.661768
"794" 6.969763 5.424568
"795" 0.485401 0.634758
"796" 0.522498 -0.280348
"797" -0.047562 -0.302801
"798" -0.965287 -2.970251
"799" 0.212294 -0.771951
"800" -0.922407 -2.530678
"801" -1.033181 3.190647
"802" -1.301004 -2.923294
"803" 6.984224 5.519556
"804" -0.77547 3.581326
"805" 6.823515 5.489048
"806" -0.30846 -0.33098
"807" -0.471084 3.43052
"808" -1.257896 1.862547
"809" 2.497593 5.919127
"810" -0.475366 -0.552696
"811" -0.732133 2.955102
"812" -0.169707 -0.483526
"813" 7.720991 5.451228
"814" 3.418494 4.349795
"815" 6.817407 5.668646
"816" -1.100297 -3.705975
"817" -1.000277 -2.498086
"818" 2.900497 5.127526
"819" 6.822689 6.038297
"820" -0.985576 -2.734971
"821" -1.843896 2.819084
"822" -0.680127 3.990139
"823" -0.314095 -3.520552
"824" 0.101115 0.09286
"825" 3.363865 4.8547
"826" 2.774898 4.973116
"827" 7.150048 5.686777
"828" -1.514282 -3.07744
"829" 2.632056 5.257781
"830" 0.613222 0.196212
"831" -7.6e-05 0.535906
"832" 2.777652 6.111625
"833" -0.929797 -4.522009
"834" 3.070794 5.369028
"835" 3.001609 4.249434
"836" -0.243655 -3.060731
"837" -0.621447 -2.510931
"838" 6.105189 5.317606
"839" 6.544346 6.011864
"840" 3.84125 4.911524
"841" -0.591194 -3.094183
"842" -0.670466 -2.920537
"843" -0.812956 -3.142927
"844" 6.180669 6.674868
"845" -0.954018 2.697026
"846" -0.647006 -3.552171
"847" -0.644655 -2.873088
"848" -0.518829 -3.457401
"849" -1.023116 3.145194
"850" 3.174691 4.85256
"851" -0.269336 0.158036
"852" 3.268553 6.004319
"853" -0.263561 0.581886
"854" 6.51821 6.254532
"855" 7.485855 6.546093
"856" 6.831146 5.590564
"857" -1.011176 2.663515
"858" -0.686393 3.122627
"859" 2.904707 4.788308
"860" -0.405704 3.325073
"861" 3.316744 5.105399
"862" -0.197955 -0.362453
"863" -0.500962 0.029723
"864" 6.216713 6.040069
"865" 7.495338 4.989489
"866" -0.756799 3.1452
"867" 6.624487 6.780547
"868" 0.153516 -0.470435
"869" -1.496035 1.794929
"870" -1.935852 -2.833614
"871" 6.526917 6.386332
"872" -0.405845 -0.538232
"873" 3.766251 5.296196
"874" 3.297771 4.348698
"875" -1.735994 -2.857588
"876" 2.634692 4.481018
"877" 2.442865 5.003282
"878" 7.478036 6.234913
"879" 7.664225 5.176447
"880" 3.097032 3.944001
"881" -0.283294 -3.672951
"882" 2.692615 5.453991
"883" 6.630364 6.066714
"884" 3.143144 5.21071
"885" -0.499989 -0.704664
"886" 6.729997 5.467681
"887" -1.765855 3.372926
"888" 4.076231 5.455935
"889" -1.135149 2.268869
"890" -0.367939 2.020911
"891" -1.785556 3.664284
"892" -0.761979 2.984002
"893" 0.276399 0.694604
"894" 0.148957 -0.113443
"895" -0.903446 2.545002
"896" -1.262419 -2.889316
"897" 3.23701 3.810754
"898" -0.460636 -0.596257
"899" -1.312593 2.548139
"900" -1.682108 -3.019901
"901" 2.654928 4.601784
"902" -1.276572 3.348103
"903" -0.897815 -3.752665
"904" 6.551577 6.098185
"905" 0.038107 -0.929745
"906" 3.410862 4.756654
"907" 0.298274 0.826564
"908" 2.697455 4.548555
"909" 3.119962 5.085344
"910" 3.388853 5.962471
"911" 6.868734 6.100771
"912" 0.093658 0.627441
"913" 3.453983 4.76222
"914" -0.032001 0.214697
"915" -0.406657 -3.386585
"916" 0.134711 -0.836282
"917" 0.593021 -0.25995
"918" -0.692156 -2.794906
"919" -1.375246 -3.042951
"920" 3.267562 5.094723
"921" 6.34324 6.206949
"922" -0.772159 3.269153
"923" -1.327445 2.910954
"924" 3.142296 5.606409
"925" -1.993841 -3.389515
"926" 2.53286 5.553473
"927" 6.766235 7.061077
"928" -0.482921 2.63042
"929" -1.402888 2.603977
"930" 2.843113 4.792133
"931" -1.164129 2.712103
"932" 0.640345 -1.377884
"933" -0.861829 0.675163
"934" -0.837405 -2.815322
"935" 0.233244 -0.618626
"936" 7.101257 6.08861
"937" 7.408318 6.951601
"938" 3.234251 5.09026
"939" 7.57635 6.502206
"940" -0.598646 0.853871
"941" -0.273535 -2.967844
"942" -0.180716 3.712445
"943" 3.184723 5.047909
"944" -0.964815 2.428891
"945" -1.198566 2.93369
"946" -0.874091 -2.669378
"947" 3.432362 5.937601
"948" 2.884202 3.891398
"949" -0.825258 -4.293408
"950" -0.631835 -0.047986
"951" 0.004577 -0.37802
"952" 0.005293 -0.291872
"953" -0.869895 -2.737556
"954" 2.827906 3.911967
"955" 2.933802 5.208863
"956" -0.894264 3.09853
"957" -0.426793 2.356619
"958" -1.564375 2.054652
"959" 0.493388 0.968796
"960" 7.905531 5.646539
"961" -1.22379 -2.881456
"962" 8.013727 5.626421
"963" -0.759744 -2.379476
"964" 3.182647 5.723353
"965" 0.674562 -0.391675
"966" 2.470531 5.007985
"967" -0.842566 2.654666
"968" 0.551912 -0.128639
"969" -0.716805 -3.175825
"970" 6.690698 6.974221
"971" -0.670296 3.275269
"972" -0.696735 -3.348776
"973" 7.922892 5.999628
"974" 7.089451 6.273053
"975" -1.479921 -3.117346
"976" -0.552865 -3.226021
"977" -1.049275 -3.440139
