"a" "b" "c" "d" "e" "f" "g" "h"
"17" 0.06810662 0.05242469 2.95363192206714 3.02911795817781 3.04296410393435 2.99088553448673 3.04195438055322 3.00343138801400
"18" 0.00591385 0.00896557 4.00209888340905 4.00859349947423 3.96312928260304 3.97633021064103 3.97608738902491 4.04224019672256
"19" -0.00037265 -0.00167029 1.95937073230743 2.01165579375811 1.96554036689922 2.04671539696865 1.95972490005661 1.98359442225192
"20" 0.04035347 0.04548497 3.00394740186166 3.04175912060309 3.00350543723907 2.96119586941786 3.04203799534589 3.04623727193102
"21" -0.00555407 -0.03311551 4.04877953552641 3.98504860871471 4.03292958522215 4.01249865542632 3.95122436785605 3.9925055884989
"22" -0.00187683 -0.00152155 1.97482300293632 1.95911397794262 2.01277685631067 1.97494889607187 2.00793691240251 1.98100371982437
"23" 0.06508883 0.06251478 3.04900916293263 3.03908909612801 2.99321333309636 2.98480947136413 3.03234391140286 2.97364828789141
"24" -0.01023165 0.03399491 3.98371533895843 3.96687733943108 3.96402794893365 3.97190901872236 4.01176233224105 4.03981261919253
"25" 0.00514903 -0.00019534 2.00717594702728 2.02378488893155 1.99104892453179 1.96198676908389 1.95746073490009 1.95642378844786
"26" -0.00993075 0.03375682 3.02358826301061 2.99210224028211 2.95138836989645 2.97462755471934 3.0436153996503 2.96432548675220
"27" -0.01389395 -0.03578524 3.99483294012025 3.97762304036878 3.96558841567021 4.02907854530495 3.96478019789793 3.97567231499124
"28" -0.00831755 0.029602 2.02741638980806 2.01839783790056 1.97977942440193 1.95968576422892 1.97584560455289 1.98596279360354
"29" -0.0061384 0.02754661 3.03709623741452 2.99188921521418 2.98123047053814 2.99020937064197 3.03251663537230 2.96102526900358
"30" 0.07209056 0.06762478 3.95782180528622 3.99673302806914 3.98051521989983 4.04227892276831 3.99458509148099 3.99181477006059
"31" -0.01542122 -0.02366302 1.99509958273266 2.04668300533667 1.97861451243516 2.02822087341920 2.03238032588270 2.01587876128033
"32" 0.06583508 0.0638698 3.01624765025917 3.02600799568463 3.03146334534977 2.98832761396188 2.95726948496886 3.01394864211325
"33" 0.02086647 0.05005626 4.00865775949787 3.96601045487914 4.03134843565058 3.95889279060066 4.02289396016859 4.03739506672136
"34" 0.07198883 0.07669215 1.96280435600784 1.97676241230220 1.95247108999174 1.97498848089017 2.04507086048834 1.96067233218346
"35" -0.0068821 -0.02863879 2.98584054440726 2.985895673302 2.98268943033181 2.99199922627304 2.96769031018484 3.04737333822995
"36" 0.00333737 -0.00525084 4.03445473830216 3.96516400692053 3.98943500670139 4.00236056204885 4.04810206510592 3.95875792133156
"37" 0.03122049 0.04323008 1.97157758506946 2.04100091685541 2.04098050547764 2.00666837939061 2.00825482755899 1.96668307033833
"38" -0.0030695 -0.010809 3.02163942316547 2.95384224669542 2.98664166466333 2.98830819420982 2.98052721705753 3.02710940688848
"39" -0.00907617 -0.03257889 3.96982040330768 4.04108831021003 4.034464842733 3.95603990401141 3.97857900909148 4.04806958485860
"40" 0.00092196 -0.00197458 1.96662344688084 2.04920520065352 2.02940765470266 2.00715793266427 1.95291022071615 1.9698231152026
"41" 0.03697301 0.05477696 2.96102546523325 3.00608755813446 2.98642128817737 2.9772939639166 3.02269251092803 2.99687256948091
"42" -0.0042213 -0.02061284 3.99376694089733 4.03060021940619 3.9688597436063 3.95311311674304 4.02851473982446 3.95630715878215
"43" -0.00301287 0.03124703 1.96208899088670 2.0171480409801 2.00499688871205 1.99905792300124 1.99420698736794 2.04989836208988
"44" 0.07285529 0.05764546 2.96432369553950 2.97543443720788 2.98016763266642 2.97967771673575 2.98869063402526 3.03809620472603
"45" -0.00868326 0.0300212 3.99750562892295 4.01588686280884 3.97305209264159 4.02372123750392 4.01195862221066 3.97113896934316
"46" 0.08074852 0.05814458 1.97967488409486 2.00355010742787 1.95907139508054 2.02661920548417 2.03028607093729 1.96116539328359
"47" -0.00898908 -0.03661424 3.0355505135376 2.98998139069881 3.02767679449171 3.03082413584925 2.9546819899464 2.95914736138657
"48" -0.00694332 -0.00191234 4.02917512552813 4.02432794142514 3.98838226655498 3.97825257284567 3.9808763833018 4.01049506757408
"49" -0.0118319 -0.02837401 2.04306453319732 2.04550951074343 2.04139734581113 2.03533297360409 1.96695620415267 2.01443627902772
"50" -0.00071886 0.00090429 2.96134088456165 2.98393184265587 3.00243288490456 3.02327250407543 3.03570376685821 3.00424934064504
"51" -0.01472709 -0.03454614 4.00897431864869 3.95792070683092 4.02770057362504 4.04625610660296 4.01475854287855 3.97033905119169
"52" 0.06639447 0.06863391 2.02670079339296 2.04076397789177 2.04547788386699 1.98634672586340 1.96263793325052 1.95629014235456
"53" -0.00987884 -0.02406537 2.95211223901715 2.9927687256597 3.04519579657353 3.0195589710027 3.00493071230594 2.95557428689208
"54" -0.01500721 -0.02857007 3.98739059998188 4.00352795261424 4.00254534764681 4.02374351008330 3.99834636591841 4.00126470306423
"55" -0.01532954 -0.03050017 1.9889685761882 2.04742523769382 1.98169715316035 1.97340228178073 1.99845912321471 1.95885803804267
"56" -0.00602853 0.02802157 2.99538559378125 3.04996177782305 3.03755138951819 2.98581233657897 2.98326575267129 2.98286814237945
"57" 0.06772265 0.05844095 3.9990758062806 3.95580764601473 3.97792559000663 3.98353127597366 3.9673133761622 4.02116067693569
"58" -0.00903483 -0.03227557 2.01926332407165 2.0453162670834 1.96343119165394 2.03870535555761 2.03409321454819 2.00307059630286
"59" 0.02543761 0.04790585 2.98104887816589 3.01121780443937 2.99245712137781 2.99495657053776 3.01140247741714 3.00215772124939
"60" 0.07252405 0.07413182 4.001957786805 3.95562030931469 3.95601312266663 3.96992712230422 3.95307616414502 3.97390784022864
"61" 0.07627511 0.06620255 1.95621029403992 2.01991420192644 2.00337582025677 1.95927798850462 1.97253961474635 2.02515069278888
"62" -0.00117161 0.0375684 3.04168330661487 2.96621433484834 2.95015420583077 3.02352335294709 2.96905843131244 2.9887239219388
"63" -0.00528182 -0.00669551 4.02007812557276 4.03137957216240 4.02178511051461 3.96635216572322 3.96710211192258 4.02004971255083
"64" -0.01480596 -0.03009489 2.02296121886466 1.97708792800549 2.04469189054798 1.96270518889651 1.99608184641693 2.01538740950637
"65" 0.06792883 0.06440291 3.03935421612114 2.97795161916874 3.00695077073760 2.98068693487439 2.97015954793897 3.03959312748630
"66" -0.00652745 -0.03336862 3.95174113630783 4.04824984436855 4.01533877016045 4.04368887392338 3.96348960259929 4.00631277812645
"67" -0.00378861 0.00155624 1.96181491685566 1.98039825148880 1.99257125828881 1.97411597608589 1.99076120154932 2.00205332515761
"68" -0.00318396 -0.03680225 2.9978674107464 3.03866420318373 2.97045300339814 2.96985347904265 2.96599686287809 3.0152854220476
"69" 0.00424766 0.00500779 3.99243227026891 3.99146403821651 3.97522893799469 3.97240623945836 3.98333097111899 3.99975125286728
"70" 0.00305236 0.00160751 1.98930214415304 2.03991336820181 1.97113144584 2.02824562299065 2.02907079213765 2.03413186534308
"71" 0.0020625 -0.00541464 3.00148296393454 2.98077670298517 3.00014038672671 3.03259419507813 3.00041638626717 2.98486555288546
"72" -0.00906993 -0.02503993 4.01173337465152 3.96935168821365 3.975385448616 3.96525818188675 4.00737884473056 4.03467785688117
"73" -0.00431285 -0.02693731 1.99621109289583 2.03490960353520 1.95850200729910 1.95994344090577 2.03751198367681 1.96289466577582
"74" -0.01170275 -0.03478511 2.99964278656989 2.95452651758678 2.99883181869518 2.98779053234030 2.97245576691348 3.00530500146560
"75" -0.01105598 -0.02567656 3.99604674743023 4.0164221161278 4.03976256407332 4.04081790670753 3.98020264813676 4.00679956732783
"76" 0.07025015 0.06199273 1.95766138341278 2.01727822988760 1.9692771069007 1.99679946650285 1.96763386505190 1.99012321552727
"77" -0.02029482 -0.02681475 3.04227325017564 2.98523614800069 3.00887356775347 3.02641159356572 2.98535153272096 2.99293650048785
"78" 0.02740671 0.04291319 3.96967125469819 3.99785446682945 4.02375948075205 4.00896795741282 3.97948694613297 4.01728935842402
"79" 0.03535116 0.04994787 1.99984605219215 1.96602076604031 1.95622256293427 1.97175684103277 1.99825523402542 2.03260555730667
"80" 0.00623101 -0.00105916 2.98938044472598 3.00837982092053 3.0017538231099 3.01806541867554 3.04979361332953 2.99321342136245
"81" -0.0164289 0.0366381 3.95620519649237 3.98819360788912 4.00135961805936 4.0168876723852 4.01516191200353 3.98898832215928
"82" 0.00026065 -0.02559419 2.03689714299981 2.01557858218439 2.04238112140447 1.95159434657544 1.99794787487481 2.01063725464046
"83" -0.01237696 0.03260525 3.04725464701187 2.97031785356812 2.96634171167389 2.99362341244705 2.97192466203123 2.99421393505763
"84" 0.03033037 0.05272898 4.01158403586596 3.96789701136295 3.98880732958205 4.01755995182320 4.03992825774476 3.95271132476628
"85" -0.00587698 0.0200471 2.04865500219166 1.99356169654056 1.95645894506015 1.99602292606141 2.0387427928159 1.97595050029922
"86" -0.0073546 0.00326663 2.95523362527601 2.97908443803899 3.00070347711444 2.97518819388933 2.96486820753198 3.04603690726217
"87" 0.0298758 0.04935457 3.97323144592810 3.99403220820241 4.03846922505181 4.01713258053642 3.96779408263974 4.0340613166336
"88" 0.02632394 0.0537629 1.96796866774093 1.97445036962163 1.97185329091735 1.95749248904176 2.00899060068186 1.96350343734957
"89" 0.02690837 0.04850398 2.97784746675752 2.98237626668997 3.0078989864327 2.95159323613625 3.03606848714408 2.97085883016698
"90" -0.00482465 -0.03331393 4.03956827360671 4.01943684825674 3.96803549260367 4.01094650563318 3.96783060142770 3.96788422341924
"91" 0.0348766 0.04620745 1.96109369932674 2.01987196400296 2.02442711254116 1.96320020996500 1.99800365257543 1.96422639640514
"92" 0.06854402 0.06149086 3.04178838285152 3.01158364955336 3.00517072957009 2.97411815284286 3.01567844755482 3.01078044318128
"93" 0.02907751 0.04636099 3.95018813011702 4.01834528339095 4.01637027934194 4.0281990995165 4.0174544443842 3.98788024552632
"94" 0.03835551 0.04269598 1.97223116117530 1.99955237167887 1.96027805146296 1.95850085043348 1.97744530341588 2.02746420032345
"95" -0.01137919 -0.02814191 3.04454800642561 3.00413606485818 2.97274441106711 2.95180644227657 2.98409076211974 2.98623048008885
"96" -0.01061302 -0.04253233 4.03007206360344 4.01983608845621 3.98996859593317 4.02512498896103 4.00630949323531 3.97512163508218
"97" -0.01257324 0.03555175 1.96410380820744 2.03452753731981 2.01762097012252 1.96132724832278 1.97730657176580 2.00229547768831
"98" -0.01053794 0.03074662 2.95349980937317 2.96040239455178 2.97916694076266 2.98670656033792 2.98286895102356 3.02566038286313
"99" 0.06643427 0.05634385 4.021322635049 4.04145777178928 4.02277912239078 4.00372498631477 3.96691252640449 3.95158056619111
"100" -0.00929261 0.03228759 1.953938692878 2.02479183254763 2.00669776042923 1.95868038556073 1.97914784939494 1.99535587944556
"101" 0.03150192 0.05151069 3.00391757416073 2.95025224036071 3.00128467243630 2.98963574380614 3.01484388653189 3.01671939583030
"102" -0.02343183 0.02382094 4.01410709696356 4.00184457118157 4.01953595492523 3.99869461036287 4.04110336091835 3.98185538484249
"103" -0.00832631 -0.0318211 2.03951838293578 2.03560661925003 1.98179946886376 1.98119908794761 2.04477340930607 2.04212058484554
"104" -0.001786 -0.00330921 3.04653098625131 2.95496316081844 3.02889548453968 3.01830252781510 3.01088353076484 2.98628128666896
"105" -0.00484035 -0.02984403 3.96554083954543 3.97796022084076 4.00283070520964 3.98185876486823 4.03470447733998 4.04991921561304
"106" 0.03193955 0.04793949 2.0447856281884 2.04435339544434 2.00312187222298 1.98849817395676 2.01677360711619 1.98696468209382
"107" 0.03501245 0.05457665 3.04245620437432 3.03752587323543 3.0104888219852 3.02743897307664 3.00515177072957 2.98757225226145
"108" 0.02571041 0.0558299 3.97493556074332 3.95464794454165 4.0287573128473 3.9561853666557 3.96631915443577 4.03571461357642
"109" 0.01136184 -0.00263058 1.98140040840954 2.00092214115430 1.9755703789182 2.01159307779744 2.0193537049694 2.04177091722377
"110" 0.06807103 0.05812311 2.99375433409587 3.03531130212359 2.96309263224248 3.01662547653541 2.96942494004033 2.97294093545061
"111" -0.00589778 0.03477553 4.02859924777877 3.98145852987655 4.02093456846196 4.02397354699206 4.03434763129335 3.98228557126131
"112" 0.07086859 0.05726595 2.02943041317631 1.95476797062438 2.01478684144095 1.95535253726412 1.98603494705167 1.99966525626369
"113" -0.01167419 0.0309501 3.03146383864805 2.98878910841886 3.0263419049792 3.00677057784051 2.99085354807321 3.00005727550015
"114" 0.06431719 0.06200388 4.01930546206422 3.97072808193043 4.04806073589716 4.00862431791611 4.02523314959835 4.00874026899692
"115" -0.01032762 0.00325652 2.04704589361791 2.00920630875044 2.03477610296104 2.03954544500448 1.96462879823521 1.98846518066712
"116" 0.02940735 0.04592149 3.00866381234955 2.99141053410713 3.00658796988428 3.01331344367936 3.00210141730495 3.04711450419854
"117" 0.02682248 0.04998976 3.97050938124303 3.95764283922035 4.02184533344116 4.01217502558138 4.0497899470618 3.99919138750993
"118" 0.00269149 0.00275056 2.04615310486406 1.96891477929894 1.95566941108555 1.99910566618200 1.98157494214829 1.96991288054269
"119" 0.07113893 0.05538713 3.04803957678378 2.97980259035248 2.95954622088466 3.02152385876980 2.97719504134729 2.97892595629673
"120" -0.0083562 0.03525064 4.00448857585434 3.96563704910222 4.03936226950027 3.96988538615406 3.96725438283756 3.99841023886111
"121" 0.06813656 0.06586557 1.95696127158590 2.03665309234057 1.98654841873795 1.96615685841534 2.02050111328717 1.98830085182562
"122" 0.07823412 0.06189201 2.99138686184306 3.02351997049991 3.03304754912388 2.96190878623165 2.99298525373451 3.03620050100144
"123" -0.00690465 0.02853876 3.97618571375497 3.99232125475537 3.95749987221789 4.03339486268815 3.99754499923438 4.01623550355434
"124" 0.00408584 -0.00231867 2.02765080214012 1.964119786839 2.03845397899859 1.96862142437603 1.97343485839665 1.99079758194275
"125" -0.00780939 0.03182544 2.99444196643308 3.03038005775306 2.96152570557315 2.9754966187058 3.0347996114986 3.01192388210911
"126" -0.01511504 -0.03469727 4.02191269772593 3.96778551815078 4.00630422248505 4.00054729143158 3.98989765290171 3.96280967420898
"127" 0.00655369 -0.00466617 1.99160436771344 2.03082877281122 2.01952671057079 2.0289237316465 2.01718213462736 1.97343319058418
"128" -0.01754266 -0.02662079 2.98000866086222 2.96669861041009 2.98459033861291 3.03418414627667 2.97858337129001 2.96306524793617
"129" 0.00431142 0.00454569 3.96985336670186 4.00429930898827 4.04358268959913 3.97823021805380 4.00827095778659 3.95686493876856
"130" -0.00303181 -0.03276041 1.9591509626247 1.97073449753225 1.97138096266426 2.03008639970794 2.03467888247687 1.9714278411353
"131" 0.07381147 0.0586123 2.97626845382620 3.03776840339415 3.01093524999451 3.00145729950164 2.98093222102616 2.99483663821593
"132" -0.00942824 0.03107983 4.04876101925038 4.03677744977176 3.96159874820150 4.04811240432318 3.997652242193 3.95330912219360
"133" 0.03128424 0.05022934 2.0442808405729 2.02098020561971 1.95568501036614 1.97063103716355 2.03214438227005 1.97416771259159
"134" -0.00909997 -0.02653998 2.95588947257493 2.97515127880033 2.97307170531712 3.02800392550416 2.97671314580366 2.95643901096191
"135" -0.00541123 0.04063747 3.99537042197771 3.95099592290353 3.95555714613292 4.01189912217669 4.04772527876776 4.00968095662538
"136" -0.01452945 -0.03503052 2.03769191368483 1.96391898537986 1.95452179047279 2.00860052902717 1.95209942923393 2.00943205405492
"137" 0.07611719 0.06406224 3.00169041841291 3.00599840544164 2.97919484963641 2.9720341171138 3.01967069308739 2.98779629694764
"138" 0.03280682 0.05020044 4.04109174029436 3.96065419090446 3.95295851870906 4.0476842433447 3.99994654566981 4.03737690553535
"139" 0.07420559 0.06156065 1.96192796975374 2.02628723087255 1.95995047523174 1.96964614298195 2.00856309898663 2.03524125702679
"140" 0.03174907 0.05193897 3.04367431926075 2.97125072805211 3.04344867081381 2.95179534298368 2.96446521368343 2.98564037582837
"141" 2.443e-05 9.825e-05 4.03292502127588 3.95289065674879 3.98046816822607 3.95308137722313 3.96058294919785 3.98870313856751
"142" -0.01059165 0.03054234 2.02490550647490 1.98346515479498 2.02346854011994 2.03535707336850 2.02545950748026 2.03073330637999
"143" 0.00703619 -0.00364481 2.97869807211682 3.01474553267472 3.00688217813149 2.95573182159569 2.99724291083403 2.96117449528538
"144" -0.00776154 0.00016308 3.95648737393785 3.97894343752414 3.99993711791467 3.97991543000098 3.9903794627171 3.97076982329600
"145" 0.05464239 0.05743995 2.01237852999475 1.98053797660396 2.02844389502425 1.99749350633938 2.02630918263458 1.99117725442629
"146" -0.0050352 0.00105449 2.99931572061032 3.014048933913 3.03586367769167 3.00549956578761 2.98085290433373 2.95822560486849
"147" -0.00154202 0.00440977 3.95829471251927 4.04013718629722 3.993855749676 3.98186989710666 3.97163092035335 3.95209069468547
"148" -0.00904654 -0.03290262 1.99646935234778 2.02721845218912 1.95636038382072 2.01558235699777 1.95717976754531 1.99374663277995
"149" -0.01707606 -0.03565561 2.97285533591639 3.00795510578901 2.98516045694705 3.00199524969794 2.98677533217706 2.98807424136903
"150" -0.00565946 -0.00630373 4.04476540714968 3.95557977454737 4.03657892846968 4.00767899474595 4.04081048970111 4.04647111841477
"151" -0.01039992 -0.03556781 2.02374133183621 1.99819804215804 2.0059178998461 2.02117155466694 2.01482410505414 2.01000517315697
"152" -0.00455665 -0.02722439 3.00073036372196 3.03790851952508 3.01109783656430 2.9762657715939 2.99971689628437 3.04470156289171
"153" -0.00512828 -0.02627868 3.97953608033713 4.04133687405847 3.96936566573568 3.97851130878553 3.96705401565414 3.98142000895459
"154" -0.00115627 0.00341371 1.95655020109843 1.95287302958313 1.97791081999894 1.98595891294535 1.97213412972633 2.04174741329625
"155" -0.0210911 0.01651288 3.02093480264302 2.97569109234028 2.95089566609822 2.98016672788654 3.03349465457723 2.99224822353572
"156" -0.00331801 0.02993659 4.0242642699508 4.03668564835098 4.02618635329418 3.97345952987671 4.03510552260559 4.04139886682387
"157" -0.00587957 -0.00718898 2.03397034227382 2.02731398965698 2.00373079790734 1.99786787587218 2.01440848144703 1.95916633864399
"158" 0.06924571 0.06121039 3.03534357305616 3.02712143764365 2.95965478187427 3.01313057385851 2.97131410834845 2.97587215926033
"159" 0.06938723 0.05914204 4.04917213311419 4.0032828909345 3.97205145999324 4.02461358616129 4.02943956963718 3.96560703376308
"160" -0.01383799 0.02961654 1.97796126543544 2.04529833379202 1.95482136728242 1.96653835671023 1.99084313462954 1.95550189302303
"161" 0.07506381 0.05713584 2.97230252148584 2.97957144323736 2.95119778462686 3.00428160727024 3.04627694478259 2.95924921806436
"162" -0.01211652 0.02550963 3.9630710456986 3.97813591265585 4.02734573169146 3.96429488218855 4.01051946294028 3.95304284782615
"163" -0.00578946 0.0256244 2.04770196001045 2.00903151375242 2.00005833185278 1.99216466934886 1.9646452604793 2.03799986161757
"164" 0.07107455 0.06822114 2.99936723550782 2.98655902196188 2.98810406078119 3.00066340961494 2.95775463420432 2.97726735521574
"165" -0.00834867 0.03572472 4.03172290907241 4.02395916820969 3.99371055960655 3.98886254462413 3.97917446028441 3.95318339113146
"166" 0.00370178 0.00286521 2.00272778430954 1.97349903769791 1.99780675866641 2.02831055638380 1.9674168684287 1.97071878246497
"167" -0.00805278 -0.03731847 2.95862615990918 2.97980089401826 3.01233304538764 2.96968239934649 2.96118849264458 2.95764084600378
"168" -0.01139382 -0.01894073 4.00917867429089 4.03352192535531 4.00267845089547 3.98754365683999 4.03802333986387 4.0329272639472
"169" -0.00427522 -0.00056733 1.95204343160149 2.01556193593424 1.95459967232309 2.03052163249813 2.02072876880411 2.04002244123258
"170" -0.02170492 -0.02831649 2.97269741648342 2.98582889635582 2.96779449535534 3.04972029703204 2.95592585599516 2.9900525764795
"171" 0.02851834 0.05320329 3.99858675133437 3.97813100961503 3.98468677217606 3.96154807475396 4.00957411369309 3.95892611572053
"172" -0.00024301 -0.00833804 2.00227561739739 1.97579268612899 2.00493030999787 1.99349827747792 2.04279037201777 1.9709847294027
"173" -0.00492047 -0.03861725 3.01320031282958 2.96790616996586 3.02777307848446 3.00335621135309 3.0394030634081 3.01983966825064
"174" -0.00931727 -0.03162604 4.0039801456267 4.01150583168492 3.99980727296788 4.04063972700387 3.98187214462087 4.01385877311695
"175" -0.01474297 0.02860951 1.99436340341344 1.9705195664661 1.99871131659020 1.95483848843724 1.96199991030153 2.00892448872328
"176" 0.06643841 0.06763334 3.01040453552268 3.01056215157732 2.95807882519439 2.9910961977439 2.95518813412637 3.04571517452132
"177" 0.00334021 0.00381486 4.03665907408576 3.95503174534533 3.97675153233577 3.95296315187588 3.98469129956793 4.00672947375570
"178" -0.00026825 0.00408292 2.00647676861845 2.03898532290477 2.01935201152228 1.97785439649597 2.03771076505072 2.01650754695293
"179" -0.00886857 0.02651441 2.99303177737165 3.04585739374161 3.01437309321482 3.04388198510278 2.96321795012336 2.96939292682800
"180" -0.00806579 -0.03236633 3.96806098807137 3.96334114375059 4.04703009529039 4.01751587104518 4.02632638602518 3.98471543549094
"181" 0.00541674 -0.01147272 2.02214880834799 1.95497281725984 1.96750232703052 1.99004595547449 2.02234776904807 1.95233834611718
"182" -0.00734229 0.03544034 3.03724609683268 2.98777378320228 3.01950701710302 2.99771257077809 3.01020081490278 2.96512106633745
"183" -0.01206692 -0.03517602 3.98655651928857 3.95198853781912 3.96132938298397 4.03774778891820 4.04246732671745 3.97368122693151
"184" 0.07132349 0.05494577 2.02834858556744 1.9817643848015 1.96255125519820 1.97985832020640 2.00896829299163 1.96063214468304
"185" -0.00500812 0.00855304 2.95225141262636 2.97656639425550 2.98283233707771 2.97594716860913 2.98461158743594 2.97608752355445
"186" -0.00309475 -0.00459794 3.97893309313804 3.98605500815902 3.95286849404220 3.97054074904881 3.96082059789915 3.96323659145273
"187" 0.00645263 0.00904914 1.95109308473766 2.02366792480461 2.04827211759985 2.00434763880912 1.97449267581105 2.01310091780033
"188" -0.00478282 0.02085452 3.00758781197947 2.96811291493941 3.0164045820944 3.02209080297034 3.00516009796411 3.03510418399237
"189" 0.02194014 0.0543574 4.02893118108623 4.00370132869575 4.01456130540464 3.96468441153411 4.00227279474493 3.99196806710679
"190" 0.07440612 0.0565415 2.01041935295798 2.02723836880177 2.03346282199491 1.96069284130353 2.03621989951935 2.04514694749378
"191" -0.00723874 -0.02884822 2.95391057585366 3.02756337313913 3.01126199651044 3.04153273913544 3.03599004196003 2.9893969793804
"192" 0.065322 0.06188972 3.96100920313038 4.04702608557418 4.00300045756157 4.02764583642129 3.98814214703161 3.98736027623527
"193" 0.00732015 -0.00242045 2.03671445308719 2.01126949982718 1.96273641148582 2.02287368529942 2.03681525501888 2.01451804088429
"194" 0.06594237 0.0724193 3.01260998321231 3.01797363089863 2.99368500532582 3.02378255757503 3.00595865924843 3.01403066487983
"195" 0.03165807 0.05265975 3.9836965363007 4.03419408716727 3.96516110496596 4.01197913617361 4.00634876342956 4.02775036450475
"196" 0.06497682 0.05082553 1.96178466125857 1.98247738822829 2.02599321461748 2.04426348009147 1.97791523507331 2.00243733662646
"197" -0.01263454 -0.03178144 2.97735092993826 2.98227165879216 2.98442545221187 2.97969567277469 3.0120637267828 3.01650970214978
"198" 0.01218164 -0.00394659 4.01744037882891 4.03015914564021 4.01854273814242 3.95826484053396 4.00871230734047 4.01342781514395
"199" -0.01252405 -0.04044281 2.01256637340412 2.00312685223762 2.02840999292675 1.97395427539013 1.997416078276 2.03775230301544
"200" 0.07366219 0.05724766 2.97638847508933 3.03264294306282 3.04937183817383 3.00682460465468 2.99847042001784 3.04079305736814
"201" 0.06386383 0.06258808 3.96154007576406 4.01094764433801 3.98798105292954 4.02148499782197 4.02440835419111 3.96699885334820
"202" 0.06395827 0.0630967 2.02855270868167 2.0196702524554 2.04194175398443 2.02757173944265 2.02524378821254 2.00674434381071
"203" 0.00160589 -0.00073385 2.99462563674897 3.01645087497309 3.01514479166362 3.01581516016740 3.03008091347292 3.0352203396149
"204" 0.07477632 0.05977015 3.99959725779481 4.04478001396637 3.95062893875875 4.01541753904894 3.98349861851893 4.03324211726431
"205" 0.07032925 0.05410155 2.01598492993508 2.03252811976708 1.98298755376600 1.97937740273774 1.98545871176757 1.95348417523783
"206" -0.01389212 -0.03376021 3.03416654481553 3.01496465725359 3.02843726056162 3.02439359170385 3.00879454405513 3.00648448448628
"207" 0.0691116 0.06226055 3.96741024744697 3.98775414687116 4.00234739619773 3.97007463141344 4.04264208823442 3.97093004661147
"208" 0.02433903 0.05280729 1.96973143606447 1.97269062176347 2.00239012809470 1.98558896877803 1.96989742300939 2.0476216184441
"209" -0.00226117 0.00736954 3.00974394092336 3.00126066179946 3.02101410191972 2.98660244066268 3.03136418298818 3.01485690255649
"210" -0.0053514 -0.02812322 4.02563656831626 3.95439352742396 3.98207524486352 4.0443177056266 4.00013634802308 4.00942477898207
"211" -0.01001827 0.00648792 2.04804590509739 2.00399600109085 2.0052538767457 1.97060957902577 1.99475330731366 1.98765254283790
"212" 0.03386506 0.04354471 3.0239377228776 2.96945481570438 3.01132806111127 2.96883830523584 3.03759787513409 2.98110307934694
"213" -0.01456987 0.0033625 3.95471544798929 4.00222643781453 3.95877871566918 4.04654900962487 4.03789420144167 4.02755218113307
"214" 0.07105395 0.05500774 2.03053500452079 1.98001161783468 1.99400687091984 1.95771432099864 2.04341289852746 2.02445276288781
"215" -0.01368795 0.03442899 3.00813604735304 3.03771447509062 3.03956728929188 3.00351338896435 2.99062099109869 2.98225254435092
"216" -0.01062811 -0.02824286 4.00796466101892 4.04637793961447 4.04854541379027 3.995228562993 4.04700792566873 3.96779974387027
"217" 0.0726347 0.06490536 1.96562033342198 2.03132568264846 2.00868951778393 1.96176524842158 2.03247871014755 2.00857144633774
