"a" "b" "c" "d" "e" "f" "g" "h"
"109" 0.1136184 -0.0263058 1 1 1 1 1 1
"110" 0.6807103 0.5812311 2 2 2 2 2 2
"111" -0.0589778 0.3477553 3 3 3 3 3 3
"112" 0.7086859 0.5726595 1 1 1 1 1 1
"113" -0.1167419 0.309501 2 2 2 2 2 2
"114" 0.6431719 0.6200388 3 3 3 3 3 3
"115" -0.1032762 0.0325652 1 1 1 1 1 1
"116" 0.2940735 0.4592149 2 2 2 2 2 2
"117" 0.2682248 0.4998976 3 3 3 3 3 3
"118" 0.0269149 0.0275056 1 1 1 1 1 1
"119" 0.7113893 0.5538713 2 2 2 2 2 2
"120" -0.083562 0.3525064 3 3 3 3 3 3
"121" 0.6813656 0.6586557 1 1 1 1 1 1
"122" 0.7823412 0.6189201 2 2 2 2 2 2
"123" -0.0690465 0.2853876 3 3 3 3 3 3
"124" 0.0408584 -0.0231867 1 1 1 1 1 1
"125" -0.0780939 0.3182544 2 2 2 2 2 2
"126" -0.1511504 -0.3469727 3 3 3 3 3 3
"127" 0.0655369 -0.0466617 1 1 1 1 1 1
"128" -0.1754266 -0.2662079 2 2 2 2 2 2
"129" 0.0431142 0.0454569 3 3 3 3 3 3
"130" -0.0303181 -0.3276041 1 1 1 1 1 1
"131" 0.7381147 0.586123 2 2 2 2 2 2
"132" -0.0942824 0.3107983 3 3 3 3 3 3
"133" 0.3128424 0.5022934 1 1 1 1 1 1
"134" -0.0909997 -0.2653998 2 2 2 2 2 2
"135" -0.0541123 0.4063747 3 3 3 3 3 3
"136" -0.1452945 -0.3503052 1 1 1 1 1 1
"137" 0.7611719 0.6406224 2 2 2 2 2 2
"138" 0.3280682 0.5020044 3 3 3 3 3 3
"139" 0.7420559 0.6156065 1 1 1 1 1 1
"140" 0.3174907 0.5193897 2 2 2 2 2 2
"141" 0.0002443 0.0009825 3 3 3 3 3 3
"142" -0.1059165 0.3054234 1 1 1 1 1 1
"143" 0.0703619 -0.0364481 2 2 2 2 2 2
"144" -0.0776154 0.0016308 3 3 3 3 3 3
"145" 0.5464239 0.5743995 1 1 1 1 1 1
"146" -0.050352 0.0105449 2 2 2 2 2 2
"147" -0.0154202 0.0440977 3 3 3 3 3 3
"148" -0.0904654 -0.3290262 1 1 1 1 1 1
"149" -0.1707606 -0.3565561 2 2 2 2 2 2
"150" -0.0565946 -0.0630373 3 3 3 3 3 3
"151" -0.1039992 -0.3556781 1 1 1 1 1 1
"152" -0.0455665 -0.2722439 2 2 2 2 2 2
"153" -0.0512828 -0.2627868 3 3 3 3 3 3
"154" -0.0115627 0.0341371 1 1 1 1 1 1
"155" -0.210911 0.1651288 2 2 2 2 2 2
"156" -0.0331801 0.2993659 3 3 3 3 3 3
"157" -0.0587957 -0.0718898 1 1 1 1 1 1
"158" 0.6924571 0.6121039 2 2 2 2 2 2
"159" 0.6938723 0.5914204 3 3 3 3 3 3
"160" -0.1383799 0.2961654 1 1 1 1 1 1
"161" 0.7506381 0.5713584 2 2 2 2 2 2
"162" -0.1211652 0.2550963 3 3 3 3 3 3
"163" -0.0578946 0.256244 1 1 1 1 1 1
"164" 0.7107455 0.6822114 2 2 2 2 2 2
"165" -0.0834867 0.3572472 3 3 3 3 3 3
"166" 0.0370178 0.0286521 1 1 1 1 1 1
"167" -0.0805278 -0.3731847 2 2 2 2 2 2
"168" -0.1139382 -0.1894073 3 3 3 3 3 3
"169" -0.0427522 -0.0056733 1 1 1 1 1 1
"170" -0.2170492 -0.2831649 2 2 2 2 2 2
"171" 0.2851834 0.5320329 3 3 3 3 3 3
"172" -0.0024301 -0.0833804 1 1 1 1 1 1
"173" -0.0492047 -0.3861725 2 2 2 2 2 2
"174" -0.0931727 -0.3162604 3 3 3 3 3 3
"175" -0.1474297 0.2860951 1 1 1 1 1 1
"176" 0.6643841 0.6763334 2 2 2 2 2 2
"177" 0.0334021 0.0381486 3 3 3 3 3 3
"178" -0.0026825 0.0408292 1 1 1 1 1 1
"179" -0.0886857 0.2651441 2 2 2 2 2 2
"180" -0.0806579 -0.3236633 3 3 3 3 3 3
"181" 0.0541674 -0.1147272 1 1 1 1 1 1
"182" -0.0734229 0.3544034 2 2 2 2 2 2
"183" -0.1206692 -0.3517602 3 3 3 3 3 3
"184" 0.7132349 0.5494577 1 1 1 1 1 1
"185" -0.0500812 0.0855304 2 2 2 2 2 2
"186" -0.0309475 -0.0459794 3 3 3 3 3 3
"187" 0.0645263 0.0904914 1 1 1 1 1 1
"188" -0.0478282 0.2085452 2 2 2 2 2 2
"189" 0.2194014 0.543574 3 3 3 3 3 3
"190" 0.7440612 0.565415 1 1 1 1 1 1
"191" -0.0723874 -0.2884822 2 2 2 2 2 2
"192" 0.65322 0.6188972 3 3 3 3 3 3
"193" 0.0732015 -0.0242045 1 1 1 1 1 1
"194" 0.6594237 0.724193 2 2 2 2 2 2
"195" 0.3165807 0.5265975 3 3 3 3 3 3
"196" 0.6497682 0.5082553 1 1 1 1 1 1
"197" -0.1263454 -0.3178144 2 2 2 2 2 2
"198" 0.1218164 -0.0394659 3 3 3 3 3 3
"199" -0.1252405 -0.4044281 1 1 1 1 1 1
"200" 0.7366219 0.5724766 2 2 2 2 2 2
"201" 0.6386383 0.6258808 3 3 3 3 3 3
"202" 0.6395827 0.630967 1 1 1 1 1 1
"203" 0.0160589 -0.0073385 2 2 2 2 2 2
"204" 0.7477632 0.5977015 3 3 3 3 3 3
"205" 0.7032925 0.5410155 1 1 1 1 1 1
"206" -0.1389212 -0.3376021 2 2 2 2 2 2
"207" 0.691116 0.6226055 3 3 3 3 3 3
"208" 0.2433903 0.5280729 1 1 1 1 1 1
"209" -0.0226117 0.0736954 2 2 2 2 2 2
"210" -0.053514 -0.2812322 3 3 3 3 3 3
"211" -0.1001827 0.0648792 1 1 1 1 1 1
"212" 0.3386506 0.4354471 2 2 2 2 2 2
"213" -0.1456987 0.033625 3 3 3 3 3 3
"214" 0.7105395 0.5500774 1 1 1 1 1 1
"215" -0.1368795 0.3442899 2 2 2 2 2 2
"216" -0.1062811 -0.2824286 3 3 3 3 3 3
"217" 0.726347 0.6490536 1 1 1 1 1 1
"218" 0.2953013 0.4793612 2 2 2 2 2 2
"219" 0.7441739 0.5989637 3 3 3 3 3 3
"220" -0.0658108 -0.2621721 1 1 1 1 1 1
"221" 0.0009077 -0.0034213 2 2 2 2 2 2
"222" -0.0062891 -0.0289851 3 3 3 3 3 3
"223" 0.2999811 0.5759707 1 1 1 1 1 1
"224" 0.3974776 0.5265884 2 2 2 2 2 2
"225" 0.3320876 0.4988779 3 3 3 3 3 3
"226" 0.2501754 0.5241129 1 1 1 1 1 1
"227" -0.1249286 0.3237799 2 2 2 2 2 2
"228" 0.0517759 0.0914475 3 3 3 3 3 3
"229" -0.0877131 0.2732081 1 1 1 1 1 1
"230" 0.7198207 0.6071562 2 2 2 2 2 2
"231" 0.2729428 0.5296633 3 3 3 3 3 3
"232" 0.7923801 0.5955712 1 1 1 1 1 1
"233" 0.7474794 0.5878574 2 2 2 2 2 2
"234" -0.0518463 -0.0358871 3 3 3 3 3 3
"235" -0.1496684 0.2325934 1 1 1 1 1 1
"236" 0.2515309 0.4853479 2 2 2 2 2 2
"237" 0.2955272 0.5038766 3 3 3 3 3 3
"238" 0.0083715 0.0325193 1 1 1 1 1 1
"239" 0.7233785 0.5790561 2 2 2 2 2 2
"240" -0.090828 0.3570962 3 3 3 3 3 3
"241" -0.0881915 0.3563142 1 1 1 1 1 1
"242" -0.1542111 0.2955752 2 2 2 2 2 2
"243" 0.3324533 0.5450381 3 3 3 3 3 3
"244" 0.6992241 0.5839022 1 1 1 1 1 1
"245" 0.3507665 0.429755 2 2 2 2 2 2
"246" -0.030615 0.0043404 3 3 3 3 3 3
"247" 0.7768401 0.5297889 1 1 1 1 1 1
"248" 0.0104219 0.2651208 2 2 2 2 2 2
"249" 0.0281439 -0.0152079 3 3 3 3 3 3
"250" -0.0758799 -0.3014781 1 1 1 1 1 1
"251" -0.1126136 -0.3132662 2 2 2 2 2 2
"252" -0.0550282 -0.010998 3 3 3 3 3 3
"253" 0.3153999 0.4379348 1 1 1 1 1 1
"254" -0.1644543 0.2853286 2 2 2 2 2 2
"255" 0.3336939 0.5153286 3 3 3 3 3 3
"256" -0.0669775 0.3700515 1 1 1 1 1 1
"257" 0.035304 -0.0011063 2 2 2 2 2 2
"258" 0.1905883 0.3897875 3 3 3 3 3 3
"259" -0.0522065 -0.0705839 1 1 1 1 1 1
"260" -0.0248382 0.0396837 2 2 2 2 2 2
"261" -0.0654209 0.3837816 3 3 3 3 3 3
"262" 0.6600043 0.6139826 1 1 1 1 1 1
"263" -0.0463918 -0.0077371 2 2 2 2 2 2
"264" 0.689486 0.6033554 3 3 3 3 3 3
"265" 0.699507 0.6683496 1 1 1 1 1 1
"266" -0.0999463 -0.3918657 2 2 2 2 2 2
"267" -0.023186 -0.321762 3 3 3 3 3 3
"268" -0.04125 -0.29681 1 1 1 1 1 1
"269" -0.0577026 -0.3314938 2 2 2 2 2 2
"270" 0.7648153 0.5955037 3 3 3 3 3 3
"271" 0.7785092 0.6825385 1 1 1 1 1 1
"272" -0.0872082 -0.3095249 2 2 2 2 2 2
"273" -0.1225913 0.2531657 3 3 3 3 3 3
"274" 0.7371276 0.6042876 1 1 1 1 1 1
"275" -0.0389638 0.0802047 2 2 2 2 2 2
"276" 0.7098255 0.5415184 3 3 3 3 3 3
"277" 0.0261345 0.0585817 1 1 1 1 1 1
"278" 0.7402519 0.5762496 2 2 2 2 2 2
"279" -0.138026 -0.1884064 3 3 3 3 3 3
"280" -0.0235121 -0.1153758 1 1 1 1 1 1
"281" -0.0873609 -0.3018021 2 2 2 2 2 2
"282" 0.6927851 0.6462081 3 3 3 3 3 3
"283" 0.7212608 0.5755179 1 1 1 1 1 1
"284" 0.3118012 0.5737064 2 2 2 2 2 2
"285" 0.6716281 0.5984312 3 3 3 3 3 3
"286" 0.6888587 0.5949845 1 1 1 1 1 1
"287" 0.6293082 0.6644673 2 2 2 2 2 2
"288" -0.1528309 -0.2565246 3 3 3 3 3 3
"289" 0.0174824 -0.3388742 1 1 1 1 1 1
"290" -0.1925174 0.2709125 2 2 2 2 2 2
"291" 0.7091806 0.5720848 3 3 3 3 3 3
"292" -0.0755173 0.3775744 1 1 1 1 1 1
"293" 0.6691327 0.544383 2 2 2 2 2 2
"294" -0.1210912 0.2555714 3 3 3 3 3 3
"295" 0.6573719 0.5759524 1 1 1 1 1 1
"296" 0.0444907 0.0469069 2 2 2 2 2 2
"297" 0.6624715 0.5272177 3 3 3 3 3 3
"298" 0.0033627 -0.0963014 1 1 1 1 1 1
"299" 0.7824052 0.6584088 2 2 2 2 2 2
"300" 0.2688179 0.4764228 3 3 3 3 3 3
"301" 0.6418764 0.5594225 1 1 1 1 1 1
"302" 0.6283108 0.5463157 2 2 2 2 2 2
"303" -0.1455183 -0.2640419 3 3 3 3 3 3
"304" -0.0299334 0.0371103 1 1 1 1 1 1
"305" 0.5474256 0.6206297 2 2 2 2 2 2
"306" -0.042865 0.0814989 3 3 3 3 3 3
"307" 0.0240453 -0.2678474 1 1 1 1 1 1
"308" 0.0076838 0.0689054 2 2 2 2 2 2
"309" -0.0524185 0.0663517 3 3 3 3 3 3
"310" -0.0891314 -0.2758004 1 1 1 1 1 1
"311" -0.0570719 -0.3348722 2 2 2 2 2 2
"312" 0.3352681 0.5889484 3 3 3 3 3 3
"313" 0.7028153 0.5257955 1 1 1 1 1 1
"314" -0.1284123 -0.3132567 2 2 2 2 2 2
"315" 0.3225847 0.5518014 3 3 3 3 3 3
"316" 0.2601394 0.5619358 1 1 1 1 1 1
"317" -0.0753821 -0.355718 2 2 2 2 2 2
"318" -0.0164756 0.0653 3 3 3 3 3 3
"319" 0.3188285 0.5891468 1 1 1 1 1 1
"320" 0.3409397 0.520498 2 2 2 2 2 2
"321" 0.0101646 0.3721452 3 3 3 3 3 3
"322" -0.0171708 0.0124596 1 1 1 1 1 1
"323" -0.1073603 -0.2801872 2 2 2 2 2 2
"324" -0.1240114 -0.3035309 3 3 3 3 3 3
"325" -0.0472691 0.248005 1 1 1 1 1 1
"326" 0.7375201 0.6716297 2 2 2 2 2 2
"327" -0.0029576 -0.0737698 3 3 3 3 3 3
"328" 0.0653387 -0.0189755 1 1 1 1 1 1
"329" 0.3123385 0.4947052 2 2 2 2 2 2
"330" 0.0443384 0.0304775 3 3 3 3 3 3
"331" 0.3334376 0.5268482 1 1 1 1 1 1
"332" 0.2910979 0.4414394 2 2 2 2 2 2
"333" -0.1095733 -0.3161678 3 3 3 3 3 3
"334" -0.1534538 0.3618056 1 1 1 1 1 1
"335" 0.2522808 0.4013862 2 2 2 2 2 2
"336" -0.0395031 0.3072791 3 3 3 3 3 3
"337" 0.0709073 -0.037101 1 1 1 1 1 1
"338" 0.6215105 0.5746586 2 2 2 2 2 2
"339" 0.2920051 0.5616195 3 3 3 3 3 3
"340" -0.1689567 -0.3205839 1 1 1 1 1 1
"341" 0.3234748 0.527204 2 2 2 2 2 2
"342" 0.0915009 0.0157593 3 3 3 3 3 3
"343" -0.1598791 0.3409023 1 1 1 1 1 1
"344" -0.1127479 -0.2884782 2 2 2 2 2 2
"345" 0.024848 -0.3108508 3 3 3 3 3 3
"346" 0.5992569 0.6302861 1 1 1 1 1 1
"347" 0.2056473 0.4933415 2 2 2 2 2 2
"348" 0.6973655 0.5745989 3 3 3 3 3 3
"349" -0.0145477 0.3081679 1 1 1 1 1 1
"350" 0.3001466 0.5395766 2 2 2 2 2 2
"351" -0.0072278 0.3191639 3 3 3 3 3 3
"352" -0.0590376 -0.3339129 1 1 1 1 1 1
"353" -0.1196816 0.2695425 2 2 2 2 2 2
"354" -0.0972192 -0.3366284 3 3 3 3 3 3
"355" -0.1666968 0.2352378 1 1 1 1 1 1
"356" -0.0248943 0.007951 2 2 2 2 2 2
"357" -0.0913714 -0.3327797 3 3 3 3 3 3
"358" -0.0262427 0.3235235 1 1 1 1 1 1
"359" -0.0585743 0.2156959 2 2 2 2 2 2
"360" -0.1504153 0.320915 3 3 3 3 3 3
"361" 0.729525 0.5362095 1 1 1 1 1 1
"362" 0.3597253 0.4900817 2 2 2 2 2 2
"363" -0.0730371 -0.3651787 3 3 3 3 3 3
"364" -0.2084068 -0.3487438 1 1 1 1 1 1
"365" 0.0574692 -0.0271035 2 2 2 2 2 2
"366" -0.1073426 0.2741824 3 3 3 3 3 3
"367" 0.3819993 0.5232109 1 1 1 1 1 1
"368" -0.1054743 0.3394369 2 2 2 2 2 2
"369" -0.0632681 -0.0662002 3 3 3 3 3 3
"370" -0.0717543 -0.3077351 1 1 1 1 1 1
"371" 0.2706122 0.4760691 2 2 2 2 2 2
"372" 0.1926885 0.4617937 3 3 3 3 3 3
"373" 0.3685495 0.4946105 1 1 1 1 1 1
"374" -0.1138758 0.3125635 2 2 2 2 2 2
"375" 0.2954992 0.4617339 3 3 3 3 3 3
"376" 0.6970315 0.6341702 1 1 1 1 1 1
"377" -0.1697652 -0.3417708 2 2 2 2 2 2
"378" -0.0233938 -0.0038947 3 3 3 3 3 3
"379" -0.1282678 -0.2622176 1 1 1 1 1 1
"380" 0.2525085 0.4967354 2 2 2 2 2 2
"381" -0.120027 0.2405725 3 3 3 3 3 3
"382" -0.0339259 -0.0186141 1 1 1 1 1 1
"383" -0.1247643 0.2567844 2 2 2 2 2 2
"384" 0.7162837 0.6966331 3 3 3 3 3 3
"385" 0.7182066 0.595254 1 1 1 1 1 1
"386" -0.1851915 0.2636722 2 2 2 2 2 2
"387" 0.7275742 0.5705378 3 3 3 3 3 3
"388" -0.0086445 0.0750429 1 1 1 1 1 1
"389" 0.0441722 -0.0169724 2 2 2 2 2 2
"390" 0.3115463 0.5765303 3 3 3 3 3 3
"391" 0.7264163 0.63923 1 1 1 1 1 1
"392" -0.0896293 0.2518427 2 2 2 2 2 2
"393" -0.0658998 -0.3254821 3 3 3 3 3 3
"394" 0.6437538 0.5214297 1 1 1 1 1 1
"395" 0.6675128 0.6201164 2 2 2 2 2 2
"396" 0.7575489 0.6107082 3 3 3 3 3 3
"397" -0.0053301 -0.0180375 1 1 1 1 1 1
"398" 0.3739366 0.5245887 2 2 2 2 2 2
"399" 0.344043 0.529143 3 3 3 3 3 3
"400" -0.0391805 0.0121396 1 1 1 1 1 1
"401" 0.2386234 0.4894443 2 2 2 2 2 2
"402" -0.1395515 -0.2719675 3 3 3 3 3 3
"403" 0.2631494 0.5501831 1 1 1 1 1 1
"404" -0.0622244 -0.0297392 2 2 2 2 2 2
"405" -0.1503188 -0.306749 3 3 3 3 3 3
"406" -0.0719973 0.2586286 1 1 1 1 1 1
"407" 0.3480496 0.4937701 2 2 2 2 2 2
"408" -0.022355 0.0218545 3 3 3 3 3 3
"409" 0.3212477 0.453865 1 1 1 1 1 1
"410" -0.2087717 -0.2720919 2 2 2 2 2 2
"411" -0.0397088 -0.3593708 3 3 3 3 3 3
"412" -0.0908806 -0.3221487 1 1 1 1 1 1
"413" 0.2941146 0.4883027 2 2 2 2 2 2
"414" 0.2492815 0.4328082 3 3 3 3 3 3
"415" -0.1953499 -0.2377181 1 1 1 1 1 1
"416" 0.7518022 0.6301089 2 2 2 2 2 2
"417" 0.6812308 0.5668885 3 3 3 3 3 3
"418" -0.130812 0.2521691 1 1 1 1 1 1
"419" -0.0350394 -0.2179901 2 2 2 2 2 2
"420" 0.2825764 0.5691799 3 3 3 3 3 3
"421" 0.0227002 0.0251607 1 1 1 1 1 1
"422" 0.7024079 0.6245953 2 2 2 2 2 2
"423" -0.0307695 0.0139183 3 3 3 3 3 3
"424" 0.6813953 0.6202178 1 1 1 1 1 1
"425" -0.1436882 0.197982 2 2 2 2 2 2
"426" 0.3375212 0.4505918 3 3 3 3 3 3
"427" 0.3517843 0.472728 1 1 1 1 1 1
"428" 0.7003341 0.5872639 2 2 2 2 2 2
"429" -0.1496704 0.3589654 3 3 3 3 3 3
"430" 0.0994723 0.0334586 1 1 1 1 1 1
"431" -0.105195 -0.357319 2 2 2 2 2 2
"432" -0.1047523 0.1878211 3 3 3 3 3 3
"433" 0.6580458 0.5774423 1 1 1 1 1 1
"434" -0.0068664 0.0551886 2 2 2 2 2 2
"435" 0.2261684 0.4141982 3 3 3 3 3 3
"436" 0.0091899 -0.0230248 1 1 1 1 1 1
"437" -0.0156785 0.0797836 2 2 2 2 2 2
"438" 0.7417606 0.5968476 3 3 3 3 3 3
"439" -0.0976631 -0.2410688 1 1 1 1 1 1
"440" -0.0220323 -0.3659213 2 2 2 2 2 2
"441" 0.0563786 0.0171897 3 3 3 3 3 3
"442" 0.7799834 0.5702147 1 1 1 1 1 1
"443" -0.1431721 0.3088784 2 2 2 2 2 2
"444" -0.1039221 0.2804716 3 3 3 3 3 3
"445" -0.0829019 0.0659005 1 1 1 1 1 1
"446" 0.7316161 0.5948761 2 2 2 2 2 2
"447" 0.3192682 0.5315485 3 3 3 3 3 3
"448" -0.0009252 -0.010062 1 1 1 1 1 1
"449" 0.3171896 0.5139322 2 2 2 2 2 2
"450" 0.3462462 0.5471547 3 3 3 3 3 3
"451" -0.2610685 0.3213757 1 1 1 1 1 1
"452" -0.0189355 -0.3605062 2 2 2 2 2 2
"453" -0.088843 0.2947883 3 3 3 3 3 3
"454" -0.0709981 -0.1666069 1 1 1 1 1 1
"455" 0.655928 0.6585182 2 2 2 2 2 2
"456" 0.6835872 0.6670112 3 3 3 3 3 3
"457" 0.6688094 0.5781163 1 1 1 1 1 1
"458" 0.7819206 0.5910785 2 2 2 2 2 2
"459" -0.0519849 0.3152048 3 3 3 3 3 3
"460" -0.0217902 -0.2829227 1 1 1 1 1 1
"461" -0.0579486 0.2787993 2 2 2 2 2 2
"462" -0.0560632 -0.3393186 3 3 3 3 3 3
"463" -0.1124213 0.312059 1 1 1 1 1 1
"464" 0.7983278 0.6679897 2 2 2 2 2 2
"465" -0.2549552 -0.3288658 3 3 3 3 3 3
"466" -0.1121317 -0.2804732 1 1 1 1 1 1
"467" 0.6408331 0.5397485 2 2 2 2 2 2
"468" 0.6880511 0.5601801 3 3 3 3 3 3
"469" -0.1067508 0.2456064 1 1 1 1 1 1
"470" 0.6508926 0.6570084 2 2 2 2 2 2
"471" -0.087006 0.3051432 3 3 3 3 3 3
"472" 0.7110717 0.6261532 1 1 1 1 1 1
"473" -0.1081587 -0.2533216 2 2 2 2 2 2
"474" -0.0468636 -0.0147337 3 3 3 3 3 3
"475" -0.0150191 0.2687767 1 1 1 1 1 1
"476" 0.2093233 0.4833637 2 2 2 2 2 2
"477" -0.0929782 -0.2362675 3 3 3 3 3 3
"478" -0.0475775 -0.0181685 1 1 1 1 1 1
"479" 0.2360297 0.4806192 2 2 2 2 2 2
"480" 0.7724831 0.6305836 3 3 3 3 3 3
"481" 0.0649741 -0.0587888 1 1 1 1 1 1
"482" -0.1258082 0.3167366 2 2 2 2 2 2
"483" 0.2974421 0.5222589 3 3 3 3 3 3
"484" 0.3694072 0.5190601 1 1 1 1 1 1
"485" 0.6540764 0.6265183 2 2 2 2 2 2
"486" 0.0846451 0.0553129 3 3 3 3 3 3
"487" 0.2942326 0.4438912 1 1 1 1 1 1
"488" 0.0319888 -0.0248978 2 2 2 2 2 2
"489" 0.6468983 0.5928274 3 3 3 3 3 3
"490" -0.1457918 0.2669781 1 1 1 1 1 1
"491" -0.0331571 -0.2706689 2 2 2 2 2 2
"492" 0.1029477 -0.0546349 3 3 3 3 3 3
"493" 0.2157968 0.4124432 1 1 1 1 1 1
"494" -0.0490921 -0.2883391 2 2 2 2 2 2
"495" 0.0841342 -0.0010706 3 3 3 3 3 3
