"a" "b" "c" "d" "e" "f" "g"
"22" -0.187683 -0.152155 0.447922598570585 5.76372045185417 -0.097271777689457 0.683740814216435 0.790749448351562
"23" 6.508883 6.251478 3.42585538327694 -1.01511626504362 7.40626879408956 -1.67405320424587 2.53919509612024
"24" -1.023165 3.399491 -1.35614379961044 -3.46253162343055 5.97835551947355 0.586311563849449 1.25020200107247
"25" 0.514903 -0.019534 -3.50053567811847 -3.28759625833482 1.65709002129734 2.74794086813927 5.73593977093697
"26" -0.993075 3.375682 -1.57369607686996 1.63573154900223 -3.94381045922637 6.92688822187483 2.80747206974775
"27" -1.389395 -3.578524 -1.43491108343005 -0.564461064524949 7.93947745393962 3.3703292561695 1.7835142891854
"28" -0.831755 2.9602 3.13133807387203 7.29995248280466 0.388039887882769 0.423910913057625 2.9265793832019
"29" -0.61384 2.754661 4.15739431977272 6.51151782181114 7.57524369563907 -1.8596862917766 6.29944429732859
"30" 7.209056 6.762478 2.27045773528516 0.97944084648043 -2.60133292060345 1.18656734377146 5.2133464589715
"31" -1.542122 -2.366302 2.51758057344705 2.62436843942851 6.1135275689885 -0.0091467248275876 2.62644424848258
"32" 6.583508 6.38698 -3.46542864106596 -1.30609677173197 -2.14719463698566 -1.23699517734349 0.84037215076387
"33" 2.086647 5.005626 1.10424428619444 4.57399947475642 7.31563790980726 -3.83413335960358 -1.17326988931745
"34" 7.198883 7.669215 3.49969978816807 3.67032334022224 -0.146729261614382 2.6374212000519 3.20488984137774
"35" -0.68821 -2.863879 7.41976158227772 -3.70423418376595 -3.62602106109262 -0.93646911624819 1.88010560628027
"36" 0.333737 -0.525084 5.84174990747124 -3.37407593242824 7.36084256973118 -0.0716464640572667 -0.59921361412853
"37" 3.122049 4.323008 -2.41354554705322 6.45858587976545 2.68029849324375 7.15406913496554 -3.31589066330343
"38" -0.30695 -1.0809 -1.53484716825187 -0.59707163553685 -1.83525390736759 1.00328480172902 2.49290074687451
"39" -0.907617 -3.257889 7.17759570106864 -3.44119757041335 6.75474925804883 0.344221485778689 1.9349652659148
"40" 0.092196 -0.197458 -2.16471865680069 3.78186148498207 -3.54672149010003 4.57344273477793 0.780781222507358
"41" 3.697301 5.477696 2.78242218773812 2.56218403019011 -0.435285411775112 -0.216441388241947 2.27445638366044
"42" -0.42213 -2.061284 3.86585836391896 -1.52505304012448 2.008176359348 1.82697655260563 -3.65984546300024
"43" -0.301287 3.124703 7.28204661421478 6.96005231142044 4.57965996395797 0.80669273622334 -0.591505476273596
"44" 7.285529 5.764546 5.94400970451534 7.07851490564644 2.04327513463795 7.05637738574296 3.83613528590649
"45" -0.868326 3.00212 -3.29500039853156 4.50047140289098 4.09900259878486 0.242646032012999 4.46553409658372
"46" 8.074852 5.814458 2.11500363703817 -1.9412421034649 2.93207274563611 -3.22211972251534 1.6948705278337
"47" -0.898908 -3.661424 4.83821378462017 6.75477238092571 6.06125161703676 -3.45652358420193 1.51473344862461
"48" -0.694332 -0.191234 5.73295873589814 6.39165458083153 5.14898994937539 0.325817204080522 4.3205856885761
"49" -1.18319 -2.837401 -2.61781941447407 4.18760818336159 5.35776752233505 0.0815504295751452 3.85566299967468
"50" -0.071886 0.090429 3.47454974241555 5.0445166900754 -1.19563344679773 7.82104002218693 0.582295282743871
"51" -1.472709 -3.454614 1.45983688626438 -2.14162437058985 0.728162202052772 1.18340099323541 -2.17714856658131
"52" 6.639447 6.863391 -3.86252691410482 -0.30651508551091 4.09420504327863 0.884704240597785 3.98732497915626
"53" -0.987884 -2.406537 0.0424854913726449 4.10404382739216 7.42873481474817 2.26073841284961 6.6978912325576
"54" -1.500721 -2.857007 0.917688415385783 -1.53837157972157 3.58826635498554 2.79233178775758 1.39162369258702
"55" -1.532954 -3.050017 3.26772227790207 3.49201256595552 -3.70335035677999 0.717855017632246 7.6092686066404
"56" -0.602853 2.802157 5.80104549974203 1.96221500914544 0.0572020150721073 -2.03922267910093 -3.9749550409615
"57" 6.772265 5.844095 -1.27147720940411 -0.00435966067016125 0.535723959095776 3.27569725364447 0.950230930931866
"58" -0.903483 -3.227557 -1.29089353885502 5.47772520501167 4.06527350191027 2.47517997026443 0.523534369654953
"59" 2.543761 4.790585 2.03244147449732 3.55012148991227 6.98028085846454 -3.02480837795883 2.19278608355671
"60" 7.252405 7.413182 2.47836209554225 0.614314462989569 4.8418639274314 3.8783844364807 -2.92827183380723
"61" 7.627511 6.620255 0.896051996387541 2.24421277269721 6.39592854678631 -3.38686936814338 1.75947274733335
"62" -0.117161 3.75684 -2.83029517810792 6.59118342772126 6.96654960792512 -3.66915893368423 -0.289360696449876
"63" -0.528182 -0.669551 0.290171294473112 6.93055684119463 -2.46958476118743 0.560734110884368 1.09543184097856
"64" -1.480596 -3.009489 -3.63678649812937 4.9375046947971 1.92686691973358 2.74006488826126 5.0367079442367
"65" 6.792883 6.440291 -1.16052772570401 2.64503967389464 2.08482810948044 0.537002976052463 6.281215951778
"66" -0.652745 -3.336862 5.67864569090307 7.83819242753088 6.53106677811593 2.35223794728518 -0.157108661718667
"67" -0.378861 0.155624 -1.27961568254977 5.44724369328469 4.59790847636759 1.74019939359277 0.300938815809786
"68" -0.318396 -3.680225 2.65556446090341 -2.02517204452306 -1.46682429965585 -0.346857509575784 -1.49851128831506
"69" 0.424766 0.500779 0.963994569145143 3.0719112213701 6.01525108702481 7.85772852040827 4.83187036868185
"70" 0.305236 0.160751 2.97114716097713 0.571362911723554 0.8864890858531 -3.76637517474592 5.65326096024364
"71" 0.20625 -0.541464 -0.213755672797561 3.86064760573208 3.47694143466651 1.53082340303808 -0.0555167933925986
"72" -0.906993 -2.503993 -0.650721613317728 -1.03515670541674 -1.80804283823818 -1.56977677438408 1.58729174826294
"73" -0.431285 -2.693731 2.98656057007611 2.17754708789289 5.58564175851643 -3.34622558951378 0.300871257670224
"74" -1.170275 -3.478511 6.24076751898974 0.630289892666042 -0.240113025531173 3.73847743310034 7.52232198789716
"75" -1.105598 -2.567656 2.08288633264601 -3.06125299911946 3.80803207494318 1.20391192659736 -1.1219676323235
"76" 7.025015 6.199273 0.614920879714191 -1.41129796300083 -3.13611728325486 6.53790628258139 6.15440388675779
"77" -2.029482 -2.681475 -0.251495831646025 -0.384945548139513 -2.26617994066328 1.57230752333999 7.02922023180872
"78" 2.740671 4.291319 -0.662306638434529 2.93556267954409 7.37725494522601 0.220184956677258 7.32665212452412
"79" 3.535116 4.994787 0.570532058365643 4.54013850819319 -3.56802638247609 4.3740098355338 -1.0355610596016
"80" 0.623101 -0.105916 0.137249240651727 -2.0649565467611 -2.89133423380554 7.1301034130156 2.34582935646176
"81" -1.64289 3.66381 4.37777051050216 4.31394989788532 5.96571466233581 3.06268735323101 0.911459596827626
"82" 0.026065 -2.559419 -1.77498981170356 4.77057148795575 6.44390555471182 6.15668502170593 -0.525723598897457
"83" -1.237696 3.260525 5.7051606848836 0.972039522603154 6.71205880306661 -2.21684694476426 0.250366862863302
"84" 3.033037 5.272898 -2.2670661341399 -1.92840532213449 0.86376185156405 3.05559649504721 1.35533243790269
"85" -0.587698 2.00471 2.65335722640157 7.2990311998874 -3.07389408256859 4.25524399802089 4.47762066405267
"86" -0.73546 0.326663 0.377347186207771 6.85967319551855 -3.35371138621122 6.3044520681724 -3.13093582820147
"87" 2.98758 4.935457 -1.98955130856484 -2.20034485775977 -3.94547295384109 5.0721533447504 1.38823736459017
"88" 2.632394 5.37629 3.22636973671615 1.11096788849682 -0.0449306033551693 7.83182922750711 1.02567070815712
"89" 2.690837 4.850398 -3.4615631615743 7.34964172076434 0.819923914037645 3.96224136278033 -1.21172721497715
"90" -0.482465 -3.331393 -0.411614447832108 0.694843114353716 0.587228887714446 2.59161700215191 4.45999738574028
"91" 3.48766 4.620745 -1.46679097320884 -3.22630168590695 0.450207888148725 -0.720319243147969 -0.357326165772974
"92" 6.854402 6.149086 5.30811081174761 -3.71822971571237 0.499859667383134 -2.50972726289183 3.94983746483922
"93" 2.907751 4.636099 -2.25906428601593 6.91183757875115 7.41326226573437 5.92865097336471 7.79556812532246
"94" 3.835551 4.269598 0.322760899551213 -0.993013345636427 2.94653558544815 7.23900941945612 1.32213719841093
"95" -1.137919 -2.814191 -2.96296159457415 5.59485675301403 4.62402737792581 -0.695886358618736 1.86756099015474
"96" -1.061302 -4.253233 -1.53562610130757 1.46447823382914 -1.59115386847407 4.39994600042701 2.20503306109458
"97" -1.257324 3.555175 -1.99096955172718 4.16113816667348 -1.75918667204678 -0.749247286468744 -2.37751470413059
"98" -1.053794 3.074662 -2.80756178312004 -3.18257219623774 5.28448265977204 4.75732748024166 -2.26167863234878
"99" 6.643427 5.634385 -0.712331490591168 1.87230102345347 5.71201206371188 1.0946706328541 5.21834218781441
"100" -0.929261 3.228759 3.46983755938709 6.45470291841775 4.65167089458555 -0.647427877411246 6.63631998188794
"101" 3.150192 5.151069 3.61091933120042 2.20262755546719 1.98471871484071 7.47481347806752 1.18533946201205
"102" -2.343183 2.382094 -1.32295734155923 -1.76874636672437 -0.978083119727671 -2.67948155850172 6.26292324159294
"103" -0.832631 -3.18211 4.07273955922574 -3.76131721027195 -1.45884419139475 1.75247107818723 6.46593030449003
"104" -0.1786 -0.330921 3.71055861003697 4.61843954026699 6.12911849282682 5.06898355484009 5.81229000724852
"105" -0.484035 -2.984403 -0.527063300833106 7.13537605199963 -0.080151871778071 2.00577283743769 -1.14087585918605
"106" 3.193955 4.793949 7.42788766697049 6.77620822936296 3.95180836040527 6.31197592709213 -2.13791898544878
"107" 3.501245 5.457665 4.25601935200393 3.97761059645563 2.64725143183023 0.554966565221548 -3.46558931935579
"108" 2.571041 5.58299 4.32664572354406 3.83637427352369 7.75780767947435 0.450896383263171 5.008534736
"109" 1.136184 -0.263058 -3.50454333145171 -3.75370240490884 1.29646240640432 0.668699908070266 4.41938377358019
"110" 6.807103 5.812311 7.5241169417277 -2.73647056799382 -1.53942434117198 3.57387635949999 5.33275208156556
"111" -0.589778 3.477553 3.17439247947186 5.48307655565441 2.37752243876457 5.69373133126646 -0.606077440083027
"112" 7.086859 5.726595 1.769147394225 4.66515200957656 5.27514519449323 2.73295337148011 4.94023393746465
"113" -1.167419 3.09501 0.910309448838234 1.01944205444306 5.23396575078368 3.10002513322979 6.96422272454947
"114" 6.431719 6.200388 -2.89907204080373 2.83314436953515 -2.83080919552594 7.30260474886745 7.95085909217596
"115" -1.032762 0.325652 6.19185117352754 -2.28894984163344 -2.80077011976391 4.50375076383352 -3.70164569560438
"116" 2.940735 4.592149 7.97819053102285 -3.77052197884768 5.50766108557582 5.14672227296978 6.67161392979324
"117" 2.682248 4.998976 -1.24731244519353 5.4230843745172 2.83326138928533 3.61319400649518 7.87577443663031
"118" 0.269149 0.275056 6.5980794429779 4.79176827613264 7.62080493289977 -0.531199906952679 0.538469264283776
"119" 7.113893 5.538713 1.26430218107998 2.63989361561835 7.72117410227656 -0.259265540167689 -1.06477851048112
"120" -0.83562 3.525064 3.81112337391824 1.13448406103998 5.0039843628183 0.146786672994494 4.69860660471022
"121" 6.813656 6.586557 0.0101881185546517 6.20411326084286 -1.79392118379474 7.64418837241828 5.58676391653717
"122" 7.823412 6.189201 -0.684334643185139 -3.8629697188735 4.01127871219069 6.81076945364475 -2.775669882074
"123" -0.690465 2.853876 2.10155292320997 7.39143080543727 5.1841005794704 -2.13070640806109 4.08180790673941
"124" 0.408584 -0.231867 3.72550205420703 -3.3099902337417 1.63457326218486 4.56881325319409 4.67843164876103
"125" -0.780939 3.182544 0.791340081952512 -3.2675469443202 4.73050151206553 0.896130596287549 4.96587890386581
"126" -1.511504 -3.469727 7.59539129305631 -0.493395766243339 5.08436753507704 -0.68495932687074 6.81852776836604
"127" 0.655369 -0.466617 0.399279818870127 4.9413528740406 6.89454480167478 7.71901536267251 4.02365167532116
"128" -1.754266 -2.662079 5.35727075487375 1.63230677042156 2.57341711595654 4.4513379605487 6.73342035710812
"129" 0.431142 0.454569 -2.47081273235381 -1.14913738984615 0.663068909198046 1.41753041464835 1.85882312152535
"130" -0.303181 -3.276041 0.112918760627508 2.29961083270609 4.14026131574064 0.656815450638533 -3.50605419743806
"131" 7.381147 5.86123 6.21314754150808 -0.374627570621669 7.08062572591007 2.19366069044918 4.66979541629553
"132" -0.942824 3.107983 4.43638862110674 -1.52514624688774 -3.92483108956367 4.21771318838 5.63245168421417
"133" 3.128424 5.022934 6.64008156768978 -3.42799487709999 4.56667331140488 0.52225043810904 -1.07665371708572
"134" -0.909997 -2.653998 1.76688875071704 5.33187266346067 -1.23014939483255 2.65190540254116 6.91136256232858
"135" -0.541123 4.063747 0.29291139729321 7.14801984559745 4.42897147499025 2.72136376984417 0.414912210777402
"136" -1.452945 -3.503052 -0.632912935689092 1.39541524089873 2.06122324801981 2.87641396094114 -2.29479434154928
"137" 7.611719 6.406224 -1.83059797529131 -3.39852025546134 6.04445640649647 5.15793112106621 6.72235373873264
"138" 3.280682 5.020044 -1.74656115379184 -3.44244329724461 -3.00751630216837 -2.82149628642946 -1.12383270915598
"139" 7.420559 6.156065 3.07663980219513 7.32539222948253 5.98834341485053 1.02170146349818 3.8182055959478
"140" 3.174907 5.193897 1.43665122613311 -3.83199546299875 2.32368432637304 -3.26395552512258 -1.61636271327734
"141" 0.002443 0.009825 -2.92615204211324 4.71473482809961 -2.70524227898568 5.5564682148397 0.748427872546017
"142" -1.059165 3.054234 -0.897732402198017 5.22600513324142 4.8905521761626 4.85808498598635 6.39270034898072
"143" 0.703619 -0.364481 -2.51002473663539 2.32863408047706 2.00580906961113 4.26704905088991 0.0087666679173708
"144" -0.776154 0.016308 3.68112631421536 4.81930324155837 0.120492187328637 0.972462071105838 4.31868596374989
"145" 5.464239 5.743995 -3.93341678194702 0.530057521536946 -2.46786019857973 -1.00194393377751 5.73089886922389
"146" -0.50352 0.105449 0.633068697527051 -2.84523902181536 -1.04942683130503 3.36840246059 2.45568547118455
"147" -0.154202 0.440977 -3.82975584920496 -3.03326455596834 7.89408440236002 -0.578075664117932 -2.24374271184206
"148" -0.904654 -3.290262 -1.13456709403545 0.651933506131172 5.85917581710964 5.69464893173426 -0.652100120671093
"149" -1.707606 -3.565561 -3.88199276383966 0.391533177345991 7.32856570184231 4.75010718312114 5.35348052531481
"150" -0.565946 -0.630373 -2.77485361881554 -0.524386651813984 3.41898044012487 -1.61821308266371 7.40811811573803
"151" -1.039992 -3.556781 -2.74647163413465 6.96363938041031 1.82457921095192 -2.33494595717639 4.53938701748848
"152" -0.455665 -2.722439 -3.28524750936776 6.93757196608931 6.94239035062492 5.60107856988907 -2.32085358072072
"153" -0.512828 -2.627868 7.32367694564164 -1.5680780922994 0.828099605627358 3.88499480485916 4.322609834373
"154" -0.115627 0.341371 -3.92690163757652 -1.65873985830694 3.5585527960211 -3.41920737363398 -3.07069255877286
"155" -2.10911 1.651288 7.86815564427525 7.65358742512763 -2.1016041636467 -1.77143664192408 2.09597797133029
"156" -0.331801 2.993659 4.46783110965043 2.5070479940623 0.676727580837905 4.93744945526123 2.27509258128703
"157" -0.587957 -0.718898 -3.41458244342357 -0.777152991853654 2.32553153019398 5.83011768385768 -2.84522369969636
"158" 6.924571 6.121039 0.182110094465315 -1.01459021680057 0.486829040572047 3.20327102206647 4.87874780222774
"159" 6.938723 5.914204 4.93423622474074 5.16198066715151 7.72721473313868 6.35719295311719 3.22540234774351
"160" -1.383799 2.961654 0.396190475672483 2.06839852314442 4.93581598717719 0.357625001110137 -2.01854183338583
"161" 7.506381 5.713584 6.09756655897945 -0.89412395376712 1.2569552809 2.87394321896136 3.33622429519892
"162" -1.211652 2.550963 3.15768318623304 -1.16758135706186 0.0589593593031168 1.79854911286384 1.49676215648651
"163" -0.578946 2.56244 5.57797581516206 -3.30705948732793 0.174569776281714 -1.34755752049387 7.35207849368453
"164" 7.107455 6.822114 -3.13943179789931 1.55868451111019 3.78738513123244 5.8518323590979 5.11185954045504
"165" -0.834867 3.572472 3.49295273888856 -0.485462845303118 2.87181770801544 -0.525982985273004 4.61191515345126
"166" 0.370178 0.286521 6.89379643462598 3.74187274090946 4.4733676277101 2.17234359122813 -3.35457945801318
"167" -0.805278 -3.731847 7.50364949926734 5.21083455346525 4.10585275385529 -2.06896368600428 5.5543172871694
"168" -1.139382 -1.894073 3.63770136144012 -3.95809855870903 -3.7182000996545 0.344881622120738 -1.78068139776587
"169" -0.427522 -0.056733 0.505411365069449 2.76168557442725 0.26212523970753 0.222099880687892 -3.9216157021001
"170" -2.170492 -2.831649 -1.32941487152129 4.57864825427532 -0.927614423446357 7.89697512518615 -0.720617158338428
"171" 2.851834 5.320329 2.14400492981076 7.79795341938734 1.191176594235 -3.45174814295024 -2.51447531487793
"172" -0.024301 -0.833804 1.1886875461787 2.95649286452681 1.63660681806505 2.49534440971911 -1.48336222488433
"173" -0.492047 -3.861725 7.24933181982487 3.3026745794341 -1.10973842721432 5.00624597910792 1.18643320538104
"174" -0.931727 -3.162604 4.84615571890026 -2.92704650014639 0.585681490600109 2.34399076085538 -1.64082041941583
"175" -1.474297 2.860951 -1.66171347815543 2.63079025410116 -1.48551498819143 3.97965382225811 -0.656759813427925
"176" 6.643841 6.763334 7.97186784632504 -0.774277862161398 -0.26599217671901 7.58184082619846 1.53125975653529
"177" 0.334021 0.381486 2.24160216189921 -0.828160904347897 7.0585395116359 -0.670840550214052 6.064633410424
"178" -0.026825 0.408292 0.72988121304661 -2.79946029372513 2.47453853115439 4.56524139177054 0.782127311453223
"179" -0.886857 2.651441 4.60934318602085 1.13239620998502 0.930920654907823 -3.75784252863377 6.34304524492472
"180" -0.806579 -3.236633 -3.47557849995792 7.28382453043014 7.32596659380943 -2.26171659678221 0.067846467718482
"181" 0.541674 -1.147272 0.559293515980244 -3.544464237988 -0.823767418041825 4.94750508479774 5.40097193606198
"182" -0.734229 3.544034 4.66751973237842 7.3279786221683 3.8916455572471 6.33128789346665 0.15264196600765
"183" -1.206692 -3.517602 6.00062107574195 -3.77394782193005 -0.483503365889192 5.0440625641495 3.82713942509145
"184" 7.132349 5.494577 -2.50392917636782 6.71980236843228 0.681746111251414 -3.02990147378296 -3.1920645814389
"185" -0.500812 0.855304 2.52137235645205 6.62583155557513 5.80107718333602 2.39315231330693 5.31052884552628
"186" -0.309475 -0.459794 7.75836894288659 6.14536550734192 6.47036112379283 0.0460562268272042 3.68805746082217
"187" 0.645263 0.904914 3.7963774157688 2.90534157399088 4.95107626728714 5.33884735964239 -3.28898591082543
"188" -0.478282 2.085452 -1.62281530350447 -1.13557612150908 5.50135777983814 0.489502294920385 7.72837313171476
"189" 2.194014 5.43574 0.459686236456037 -0.623819992877543 2.34725318755955 5.31298152729869 4.86436771135777
"190" 7.440612 5.65415 -3.83725388906896 7.6024440554902 5.71708309557289 3.85888849850744 0.533031191676855
"191" -0.723874 -2.884822 5.32759972009808 -3.22152160666883 3.19248789362609 6.79250449873507 6.92284184414893
"192" 6.5322 6.188972 6.50511445570737 1.82443549763411 -3.80636213347316 0.788174002431333 -3.48617880791426
"193" 0.732015 -0.242045 -2.64600861538202 3.37528572138399 0.936379492282867 6.10903793387115 2.159434071742
"194" 6.594237 7.24193 -2.92668866552413 5.61073716823012 7.15307774860412 -1.14159653242677 -2.88514341879636
"195" 3.165807 5.265975 0.206759128719568 3.55872104596347 2.48169969115406 0.96860243100673 0.876166484318674
"196" 6.497682 5.082553 -1.06725967954844 1.07605061493814 6.38269872684032 -1.76481806207448 1.35071968939155
"197" -1.263454 -3.178144 0.159900772385299 3.11438828427345 1.59970157500356 7.548016843386 3.60057239979506
"198" 1.218164 -0.394659 5.00889173243195 2.4812745610252 1.7131380084902 -1.96177515108138 6.595763056539
"199" -1.252405 -4.044281 -1.33055414538831 -3.41087499354035 7.34824426751584 -0.248402018100023 7.80512094683945
"200" 7.366219 5.724766 0.713100302033126 2.87833155039698 3.10197629779577 -1.0670021455735 -0.353671164251864
"201" 6.386383 6.258808 2.23480001557618 -3.27800865191966 -2.68332891631871 4.4284039195627 -0.757734597660601
"202" 6.395827 6.30967 5.98324592690915 -0.288984840735793 -0.224885222502053 -1.06681703682989 1.89743038825691
"203" 0.160589 -0.073385 1.28354905918241 5.09248099382967 3.4590061455965 4.66325928922743 0.388013208284974
"204" 7.477632 5.977015 3.39235031511635 -0.662646315060556 2.26181189157069 5.66512603592128 -1.66860006935894
"205" 7.032925 5.410155 1.43379013892263 -2.79983360134065 -2.34151024464518 4.83997434750199 5.40503633767366
"206" -1.389212 -3.376021 2.54517054092139 6.72761908825487 5.04117601551116 1.28947572689503 1.86173729132861
"207" 6.91116 6.226055 7.1827820315957 7.65264912694693 -1.13646820746362 5.5991830136627 2.06710966862738
"208" 2.433903 5.280729 -3.65180700831115 4.72250412311405 5.12298219185323 -1.40343118645251 3.6267772577703
"209" -0.226117 0.736954 5.34417120646685 -2.0235324408859 -0.644671471789479 5.12695418577641 3.31270846910775
"210" -0.53514 -2.812322 -3.47869342472404 -2.26961845718324 4.31849083304405 5.30139277782291 -1.95073475688696
"211" -1.001827 0.648792 1.42828953452408 3.46753716282547 3.67112345714122 -0.305519980378449 3.49807047192007
"212" 3.386506 4.354471 6.54947159066796 -0.419630162417889 -1.87673273868859 3.22159672062844 3.41390857566148
"213" -1.456987 0.33625 -2.03333645127714 7.75165112130344 5.02920264285058 -0.59264918975532 3.568399338983
"214" 7.105395 5.500774 6.39076103363186 -1.45020923297852 -2.77178563270718 -1.69841836858541 1.64519672654569
"215" -1.368795 3.442899 1.00096492283046 5.01574692223221 -0.0215451242402196 7.91530187148601 -0.0734470365568995
"216" -1.062811 -2.824286 1.36966662108898 3.55333113856614 -3.39632448460907 -2.37386663164943 -1.44343490339816
"217" 7.26347 6.490536 -0.954212015494704 4.15134019963443 -2.29887215979397 3.0198355410248 -2.79718545917422
"218" 2.953013 4.793612 -1.20850879047066 4.09930398967117 2.15143009461462 -2.52242525666952 3.11203878372908
"219" 7.441739 5.989637 6.61772129312158 3.24102975800633 5.23368215188384 -2.86425178777426 7.60356760770082
"220" -0.658108 -2.621721 0.361303916200995 4.3227151138708 -0.359814534895122 -1.70489155873656 7.85999466571957
"221" 0.009077 -0.034213 2.0396134108305 -1.42631883639842 2.00529845245183 0.484172306954861 7.31739918515086
"222" -0.062891 -0.289851 7.20642040949315 0.462637878954411 0.217010224238038 -2.5703008659184 -3.76537470240146
"223" 2.999811 5.759707 -1.62662797700614 3.75088658649474 4.88738043047488 -0.479024688713253 0.499369650147855
"224" 3.974776 5.265884 -1.16016901656985 6.2352714240551 2.57618582062423 1.11666751839221 0.366145116277039
"225" 3.320876 4.988779 -0.7976974863559 -0.733139836229384 4.69721563626081 0.874320378527045 -0.786688345484436
"226" 2.501754 5.241129 -1.96299201063812 2.41089999862015 4.34121036995202 6.54832253791392 4.27105433773249
"227" -1.249286 3.237799 -0.337482049129903 -2.92827277258039 0.699603286571801 4.20714176725596 1.40561517048627
"228" 0.517759 0.914475 6.43642485421151 -2.9805204551667 5.13128590863198 4.30151469353586 3.72134771756828
"229" -0.877131 2.732081 2.15968428552151 -2.89345391932875 1.18280228506774 -0.218509902246296 5.40789843350649
"230" 7.198207 6.071562 4.73454212862998 -1.40344925783575 0.450506621971726 -2.68947446905077 3.66839126404375
"231" 2.729428 5.296633 7.84334547352046 5.3910384112969 -0.41728045232594 -0.616049580276012 6.69586425367743
"232" 7.923801 5.955712 -1.97960412409157 5.21638585999608 0.568729720078409 7.93842423707247 5.11870630923659
"233" 7.474794 5.878574 -3.44062672927976 1.38894567731768 -0.77335642836988 -0.927564844489098 3.21568527724594
"234" -0.518463 -0.358871 7.72747542429715 -3.17234702035785 7.77432388719171 -2.51878785714507 3.23877874482423
"235" -1.496684 2.325934 2.20248687919229 5.50991005636752 -3.19361901097 -3.90951220877469 2.09322011843324
"236" 2.515309 4.853479 -2.42013857048005 4.72979471366853 6.88143813703209 4.30406777374446 2.13588282652199
"237" 2.955272 5.038766 -2.13047647569329 6.66491632536054 -0.484779178164899 -3.99881527945399 5.48495495412499
"238" 0.083715 0.325193 1.49725313205272 5.34415812790394 1.27934264857322 6.63870255462825 3.38358083833009
"239" 7.233785 5.790561 1.809455094859 2.71421724185348 -1.96542212273926 -2.4082956481725 -1.99542913213372
"240" -0.90828 3.570962 1.09422775264829 -1.8958167815581 -0.915345085784793 -1.05362267233431 4.2846858324483
"241" -0.881915 3.563142 6.46392760798335 0.220487521030009 0.708447225391865 0.851940733380616 -0.0641401009634137
"242" -1.542111 2.955752 7.87023359909654 0.611152599565685 0.603733472526073 -3.66602392308414 3.92775029782206
"243" 3.324533 5.450381 6.9016146408394 5.10724872816354 4.01098831277341 6.02976213954389 6.5238987756893
"244" 6.992241 5.839022 0.756001874804497 7.20286852214485 0.195243388414383 5.84902695007622 0.104887262918055
"245" 3.507665 4.29755 6.59546282235533 -0.82601628266275 -2.46844375226647 7.27399679925293 3.82601145282388
"246" -0.30615 0.043404 0.375898469239473 2.33903803955764 7.01594875101 6.06354807130992 2.16541088558733
"247" 7.768401 5.297889 5.01905659493059 -1.376181605272 4.14556993823498 -0.884216728620231 3.64965045731515
"248" 0.104219 2.651208 -0.171946228481829 -0.911607793532312 0.363928181119263 -0.788153387606144 4.88174743391573
"249" 0.281439 -0.152079 -3.90386926289648 -0.158617943525314 -2.722422093153 -3.57753499504179 1.35313553828746
