"a" "b" "g" "f" "e" "d" "c"
"32" 6.583508 6.38698 0.0441831555217505 0.508652101270854 0.315330790355802 0.868988648755476 0.863117818022147
"33" 2.086647 5.005626 0.701633075252175 0.837085348088294 0.408452304312959 0.00836169463582337 0.704023024998605
"34" 7.198883 7.669215 0.240171376150101 0.424564526649192 0.150017044739798 0.412238978547975 0.802797311916947
"35" -0.68821 -2.863879 0.786307433154434 0.640653774607927 0.479098456678912 0.544027424184605 0.59491657000035
"36" 0.333737 -0.525084 0.428987476276234 0.414822304621339 0.680463924538344 0.751256626332179 0.857837116811424
"37" 3.122049 4.323008 0.728757813805714 0.546035206643865 0.579544176114723 0.0506092628929764 0.125982942525297
"38" -0.30695 -1.0809 0.489191802218556 0.92372086760588 0.809246518649161 0.107233540620655 0.996770611265674
"39" -0.907617 -3.257889 0.0399585696868598 0.295018391218036 0.138198925415054 0.696713575394824 0.724650813266635
"40" 0.092196 -0.197458 0.695711457170546 0.759678223868832 0.481892987154424 0.49207262438722 0.175773378228769
"41" 3.697301 5.477696 0.960915349889547 0.634366536512971 0.300823055207729 0.103586475830525 0.571566719561815
"42" -0.42213 -2.061284 0.794512499589473 0.586344292387366 0.916422360111028 0.458076942479238 0.326293138321489
"43" -0.301287 3.124703 0.203977349447086 0.503113361541182 0.417321383953094 0.275870210956782 0.0701842396520078
"44" 7.285529 5.764546 0.103770950343460 0.979832402430475 0.899368519894779 0.152508221101016 0.617443079128861
"45" -0.868326 3.00212 0.298907636431977 0.52894553123042 0.804644904797897 0.152429640060291 0.962707651546225
"46" 8.074852 5.814458 0.994503888534382 0.486206728266552 0.761576830176637 0.969891735585406 0.128581080585718
"47" -0.898908 -3.661424 0.346067614620551 0.41258757840842 0.529418689664453 0.419679490383714 0.0715420073829591
"48" -0.694332 -0.191234 0.500945513369516 0.940041119465604 0.958848342299461 0.96839529601857 0.7458563267719
"49" -1.18319 -2.837401 0.48029789654538 0.580450284527615 0.0250389201100916 0.643219455843791 0.402199731441215
"50" -0.071886 0.090429 0.31339499540627 0.047870630165562 0.89224032103084 0.185516514349729 0.322389527922496
"51" -1.472709 -3.454614 0.493175343377516 0.414872650755569 0.516859133960679 0.75331418402493 0.655393019551411
"52" 6.639447 6.863391 0.755764933070168 0.0249541825614870 0.830948194721714 0.188888817327097 0.508889147778973
"53" -0.987884 -2.406537 0.518385093426332 0.963154824450612 0.876834981376305 0.0728323718067259 0.324387212051079
"54" -1.500721 -2.857007 0.576321634929627 0.998452121159062 0.812328618951142 0.94961563195102 0.627247125608847
"55" -1.532954 -3.050017 0.0582895632833242 0.880661563249305 0.656495783710852 0.432906026020646 0.183742327615619
"56" -0.602853 2.802157 0.116549343103543 0.167662038234994 0.783338826382533 0.328409655019641 0.640000678598881
"57" 6.772265 5.844095 0.227822079556063 0.178724243072793 0.110900638159364 0.548187041189522 0.872978898929432
"58" -0.903483 -3.227557 0.784192082472146 0.362426610430703 0.634464383590966 0.230042241513729 0.528315279167145
"59" 2.543761 4.790585 0.488769412506372 0.745556833455339 0.718156608985737 0.549780718050897 0.280260568717495
"60" 7.252405 7.413182 0.150609395233914 0.497720018262044 0.679008460137993 0.570380313554779 0.380393773550168
"61" 7.627511 6.620255 0.460324691841379 0.746709595434368 0.82599059632048 0.70447294646874 0.330134586198255
"62" -0.117161 3.75684 0.822910872288048 0.852744876639917 0.00967817823402584 0.246113033732399 0.549776755506173
"63" -0.528182 -0.669551 0.97477633599192 0.117248024791479 0.507116116350517 0.116679059574381 0.228703920496628
"64" -1.480596 -3.009489 0.612527951598167 0.533690060023218 0.293456993065774 0.100673781009391 0.902147713350132
"65" 6.792883 6.440291 0.998789433389902 0.826594667509198 0.797845536610112 0.682217464316636 0.968250481411815
"66" -0.652745 -3.336862 0.522525072097778 0.36032193293795 0.569160388084128 0.140553444623947 0.0458124116994441
"67" -0.378861 0.155624 0.852091907290742 0.74484055954963 0.105028961319476 0.147373338928446 0.937489793868735
"68" -0.318396 -3.680225 0.0102875381708145 0.554648450342938 0.261685140198097 0.889031627215445 0.909619600977749
"69" 0.424766 0.500779 0.214318630984053 0.433443385874853 0.191166565753520 0.268798334058374 0.870312470942736
"70" 0.305236 0.160751 0.284307057503611 0.185990598751232 0.632441721856594 0.0352758155204356 0.781644174596295
"71" 0.20625 -0.541464 0.832716592820361 0.0620462540537119 0.626321086660028 0.272199752740562 0.256448112195358
"72" -0.906993 -2.503993 0.753127732547 0.00544123980216682 0.124719896819443 0.977953862398863 0.999170231865719
"73" -0.431285 -2.693731 0.868469677167013 0.704137274064124 0.801620747195557 0.553349562454969 0.214643363142386
"74" -1.170275 -3.478511 0.126001843251288 0.688957173144445 0.464994661044329 0.362277661217377 0.981424886500463
"75" -1.105598 -2.567656 0.8163085100241 0.855907327961177 0.0832735314033926 0.898901789216325 0.374612214742228
"76" 7.025015 6.199273 0.971557170385495 0.875034764874727 0.273640069644898 0.0921009036246687 0.895646007498726
"77" -2.029482 -2.681475 0.0317821225617081 0.7123982636258 0.650790292071179 0.0780024388805032 0.78786897007376
"78" 2.740671 4.291319 0.422141835559160 0.292849408695474 0.54321725689806 0.213471425930038 0.226500565418974
"79" 3.535116 4.994787 0.595406555105001 0.795326568186283 0.170677060494199 0.980839152820408 0.613172329496592
"80" 0.623101 -0.105916 0.213935488136485 0.675157602876425 0.664362093899399 0.358754009008408 0.072565890615806
"81" -1.64289 3.66381 0.565670917509124 0.341863377718255 0.312726461561397 0.048181091202423 0.218781344592571
"82" 0.026065 -2.559419 0.573417391860858 0.0162428328767419 0.85051133763045 0.398968759691343 0.0307581308297813
"83" -1.237696 3.260525 0.976752985036 0.867116876645014 0.546572807477787 0.486455126199871 0.140312352683395
"84" 3.033037 5.272898 0.046114367665723 0.448173994664103 0.72019015182741 0.415855064988136 0.0926002035848796
"85" -0.587698 2.00471 0.7964725359343 0.315601467853412 0.240555992815644 0.326920837163925 0.106954531045631
"86" -0.73546 0.326663 0.936151378089562 0.566166622564197 0.440958114573732 0.0337434934917837 0.102257248014212
"87" 2.98758 4.935457 0.967715783976018 0.504764324985445 0.563282241811976 0.918964477721602 0.0110734037589282
"88" 2.632394 5.37629 0.502020611893386 0.438626470975578 0.192504248348996 0.619925451697782 0.892102516256273
"89" 2.690837 4.850398 0.179616710869595 0.836653973441571 0.380547386826947 0.74150501191616 0.851808499312028
"90" -0.482465 -3.331393 0.557734521105886 0.522759296931326 0.155795425875112 0.320899206912145 0.0577772341202945
"91" 3.48766 4.620745 0.697914353804663 0.33159498963505 0.172181078232825 0.892825342481956 0.318212001351640
"92" 6.854402 6.149086 0.632234529126436 0.0100049274042249 0.130646053701639 0.439406725345179 0.232204196974635
"93" 2.907751 4.636099 0.400682736653835 0.152799087110907 0.151442602043971 0.533319004345685 0.964703853009269
"94" 3.835551 4.269598 0.21509508555755 0.0737244689371437 0.0323041090741754 0.285403525922447 0.913054286967963
"95" -1.137919 -2.814191 0.34560930239968 0.732691288227215 0.857174961129203 0.121448232093826 0.438914600294083
"96" -1.061302 -4.253233 0.768240521894768 0.339915843913332 0.340540827717632 0.492556936107576 0.312867824686691
"97" -1.257324 3.555175 0.597736745839939 0.64601461100392 0.931302810553461 0.177646831376478 0.962918414967135
"98" -1.053794 3.074662 0.557709702057764 0.94782734545879 0.0903258656617254 0.703682065708563 0.403756849234924
"99" 6.643427 5.634385 0.911426995880902 0.393813858972862 0.818316940916702 0.752004525158554 0.80929820984602
"100" -0.929261 3.228759 0.0715731722302735 0.58388445712626 0.017078819219023 0.969145577400923 0.285057847620919
"101" 3.150192 5.151069 0.969193944707513 0.673686987021938 0.639174059266225 0.694115932332352 0.0341360773891211
"102" -2.343183 2.382094 0.242678754031658 0.190082923043519 0.0557278632186353 0.891573046334088 0.913011696189642
"103" -0.832631 -3.18211 0.491730097215623 0.461539074545726 0.673366902396083 0.0332926069386303 0.0208182781934738
"104" -0.1786 -0.330921 0.995614165673032 0.7202704816591 0.0024672276340425 0.900910762371495 0.423661441775039
"105" -0.484035 -2.984403 0.507358223432675 0.394356707809493 0.45003000437282 0.487784780096263 0.694026164943352
"106" 3.193955 4.793949 0.598431373015046 0.050653557991609 0.58487498271279 0.992826677625999 0.84414088446647
"107" 3.501245 5.457665 0.944349358556792 0.611885681282729 0.829295719508082 0.0689887660555542 0.90783842978999
"108" 2.571041 5.58299 0.233507089316845 0.0151128631550819 0.0531458568293601 0.8789146207273 0.454816334415227
"109" 1.136184 -0.263058 0.318304918939248 0.627340194303542 0.996215274790302 0.950907718390226 0.0725978489499539
"110" 6.807103 5.812311 0.282069769687951 0.982260540360585 0.047561276005581 0.479704143712297 0.94526905962266
"111" -0.589778 3.477553 0.642638577381149 0.176757687004283 0.648655004799366 0.363891094690189 0.725024782819673
"112" 7.086859 5.726595 0.108874379424378 0.684845848241821 0.167794538196176 0.54216893017292 0.939051466062665
"113" -1.167419 3.09501 0.870999841950834 0.913856035098433 0.149506853427738 0.747611050959677 0.581202171277255
"114" 6.431719 6.200388 0.0298095082398504 0.637167738052085 0.281937747728080 0.260232430417091 0.74939678562805
"115" -1.032762 0.325652 0.970221104566008 0.178338150493801 0.874920438975096 0.635358010651544 0.835936945397407
"116" 2.940735 4.592149 0.515575760509819 0.250358764315024 0.467049334198236 0.184252633713186 0.064751488622278
"117" 2.682248 4.998976 0.880538035416976 0.234256123425439 0.579925488680601 0.76065591792576 0.115143002476543
"118" 0.269149 0.275056 0.601778421085328 0.169805555837229 0.282519100233912 0.559973664581776 0.8724829191342
"119" 7.113893 5.538713 0.588633219478652 0.298146413872018 0.617492810357362 0.509706067619845 0.699414350092411
"120" -0.83562 3.525064 0.71263597230427 0.663237452507019 0.628915870795026 0.510753736132756 0.8332672980614
"121" 6.813656 6.586557 0.0363862621597946 0.98329510516487 0.102030094480142 0.418343237135559 0.162995506543666
"122" 7.823412 6.189201 0.957926894305274 0.350815179524943 0.226870211772621 0.0068944157101214 0.772407023934647
"123" -0.690465 2.853876 0.041755564045161 0.789273770991713 0.90259389928542 0.658902274211869 0.772228706628084
"124" 0.408584 -0.231867 0.0474742739461362 0.868299865629524 0.489809131948277 0.807477198773995 0.374720709631220
"125" -0.780939 3.182544 0.562851047376171 0.657220208318904 0.094762496650219 0.298719295300543 0.033815192990005
"126" -1.511504 -3.469727 0.7762652260717 0.88440715544857 0.311311512021348 0.836355705047026 0.664662753930315
"127" 0.655369 -0.466617 0.342566814739257 0.785398622974753 0.087926437612623 0.419213423738256 0.984997455962002
"128" -1.754266 -2.662079 0.850757587933913 0.531728584552184 0.762399923289195 0.183119558962062 0.924570741364732
"129" 0.431142 0.454569 0.553230269113556 0.405228603864089 0.479416618822142 0.680905364919454 0.892201617360115
"130" -0.303181 -3.276041 0.435584573773667 0.901260087499395 0.303525662049651 0.171403341228142 0.243842378724366
"131" 7.381147 5.86123 0.967272581998259 0.581011148635298 0.0466076873708516 0.626281636068597 0.77246385673061
"132" -0.942824 3.107983 0.223975537577644 0.82486794074066 0.174247361719608 0.965951797319576 0.869260016130283
"133" 3.128424 5.022934 0.43190678069368 0.504927249392495 0.442093188874424 0.685268149478361 0.397953830193728
"134" -0.909997 -2.653998 0.456988639663905 0.592248573433608 0.467413338134065 0.466947739711031 0.898145967628807
"135" -0.541123 4.063747 0.838630181038752 0.755696893669665 0.0834782819729298 0.321448861155659 0.758757477393374
"136" -1.452945 -3.503052 0.93255076976493 0.179948440752923 0.962347012013197 0.830888507189229 0.70226774783805
"137" 7.611719 6.406224 0.849334681406617 0.212982609402388 0.806324928067625 0.124474606709555 0.688280784524977
"138" 3.280682 5.020044 0.506926569389179 0.447144268546253 0.675206201151013 0.05961385066621 0.932892489945516
"139" 7.420559 6.156065 0.648121690610424 0.96532034338452 0.880891241598874 0.264511796412989 0.190016588661820
"140" 3.174907 5.193897 0.391208888730034 0.325503969099373 0.340013229986653 0.120491258334368 0.28405336313881
"141" 0.002443 0.009825 0.0671980865299702 0.211613242747262 0.541846827371046 0.251824189443141 0.592112764250487
"142" -1.059165 3.054234 0.823702359572053 0.252926548244432 0.609704861184582 0.349866811186075 0.390281376661733
"143" 0.703619 -0.364481 0.118696251418442 0.0530934438575059 0.0155304444488138 0.495678748236969 0.369383847108111
"144" -0.776154 0.016308 0.598731331760064 0.157089364714921 0.270693482365459 0.616188999963924 0.209051698911935
"145" 5.464239 5.743995 0.29024560097605 0.45897202542983 0.931512462208048 0.0699784937314689 0.692078709835187
"146" -0.50352 0.105449 0.251109598204494 0.100175794446841 0.0113307575229555 0.420423919567838 0.472085443791002
"147" -0.154202 0.440977 0.398364534368739 0.782876848941669 0.635399501072243 0.850763289490715 0.462435294175521
"148" -0.904654 -3.290262 0.64946619537659 0.0408534933812916 0.451667024288327 0.212522817775607 0.174763405229896
"149" -1.707606 -3.565561 0.331557900412008 0.329136744840071 0.147778020938858 0.514572190819308 0.95354842976667
"150" -0.565946 -0.630373 0.8734534913674 0.863575719762594 0.967531054280698 0.810213750228286 0.911425484577194
"151" -1.039992 -3.556781 0.923614840954542 0.373337678844109 0.317364892689511 0.00462296279147267 0.234160607913509
"152" -0.455665 -2.722439 0.971531849121675 0.142393924063072 0.964477569330484 0.361729099880904 0.353996796766296
"153" -0.512828 -2.627868 0.664465327048674 0.740887491730973 0.509616675553843 0.34982052561827 0.89810194261372
"154" -0.115627 0.341371 0.914885950507596 0.235443629790097 0.0526191063690931 0.159711141837761 0.552852389635518
"155" -2.10911 1.651288 0.859146893490106 0.445000672945753 0.314953114371747 0.227099500829354 0.750921791652218
"156" -0.331801 2.993659 0.658434668323025 0.953381348634139 0.487204463919625 0.982557814568281 0.846090804086998
"157" -0.587957 -0.718898 0.924665998434648 0.943481364287436 0.335256814025342 0.688093834556639 0.67322830692865
"158" 6.924571 6.121039 0.79952113633044 0.683338263770565 0.639088697731495 0.453785251360387 0.911455285735428
"159" 6.938723 5.914204 0.023219226161018 0.935048920568079 0.206962175201625 0.413659350248054 0.939021736616269
"160" -1.383799 2.961654 0.826414744602516 0.544346066890284 0.749020653311163 0.165381843689829 0.39476214745082
"161" 7.506381 5.713584 0.496479338034987 0.317297587171197 0.859798785764724 0.805788662284613 0.606190482387319
"162" -1.211652 2.550963 0.464357234304771 0.331571260001510 0.599587356904522 0.0865596858784556 0.110304404981434
"163" -0.578946 2.56244 0.100571170682088 0.142831756267697 0.696109957527369 0.262350253062323 0.759055622620508
"164" 7.107455 6.822114 0.251793900737539 0.851539178285748 0.961434588767588 0.807890752097592 0.194533465662971
"165" -0.834867 3.572472 0.707949049538001 0.93465693993494 0.212881117360666 0.200951483333483 0.663000768981874
"166" 0.370178 0.286521 0.211878929752856 0.334429046371952 0.100580136058852 0.777993136784062 0.749788258923218
"167" -0.805278 -3.731847 0.768116293940693 0.328335485886782 0.412844614125788 0.606735538691282 0.0712178708054125
"168" -1.139382 -1.894073 0.92513034096919 0.0329561517573893 0.603148753521964 0.84439283516258 0.329954460496083
"169" -0.427522 -0.056733 0.260803512297571 0.57069194293581 0.533974619349465 0.98419888690114 0.756559551227838
"170" -2.170492 -2.831649 0.273235969012603 0.713275606743991 0.168109274934977 0.983139940071851 0.288514540530741
"171" 2.851834 5.320329 0.731723109958693 0.646274411119521 0.792426363099366 0.623090894892812 0.381644928827882
"172" -0.024301 -0.833804 0.096106982557103 0.203036172781140 0.311490305466577 0.00541628012433648 0.907418734394014
"173" -0.492047 -3.861725 0.70549307577312 0.719350503059104 0.0394036439247429 0.243351097684354 0.47947093215771
"174" -0.931727 -3.162604 0.0519777925219387 0.577482213266194 0.231298773083836 0.606109964894131 0.297201209701598
"175" -1.474297 2.860951 0.0378538665827364 0.962439439026639 0.2877668493893 0.537843532394618 0.613458588020876
"176" 6.643841 6.763334 0.710082910954952 0.341091180220246 0.186136716511101 0.92356386873871 0.74415917461738
"177" 0.334021 0.381486 0.732094519073144 0.759146849857643 0.0956689019221812 0.253092374885455 0.093831391306594
"178" -0.026825 0.408292 0.197618000209332 0.434949181042612 0.627327732509002 0.783787698717788 0.966011468553916
"179" -0.886857 2.651441 0.63298397581093 0.965711729833856 0.00450659054331481 0.0799198320601135 0.563105616020039
"180" -0.806579 -3.236633 0.196743671316653 0.481525493785739 0.0657255137339234 0.177367351250723 0.780583948129788
"181" 0.541674 -1.147272 0.385216491529718 0.740532537922263 0.0444612272549421 0.0116609444376081 0.0334651481825858
"182" -0.734229 3.544034 0.499666115967557 0.941917604999617 0.540586955612525 0.526194538222626 0.766067233402282
"183" -1.206692 -3.517602 0.492810184834525 0.248773840721697 0.127230059122667 0.156502840109169 0.575826964806765
"184" 7.132349 5.494577 0.448058688081801 0.174934680573642 0.217649715719745 0.93474114104174 0.789522683480754
"185" -0.500812 0.855304 0.329523915657774 0.0599119574762881 0.562783126020804 0.885468229651451 0.538556874962524
"186" -0.309475 -0.459794 0.0612599274609238 0.589038271456957 0.545166384195909 0.797518849605694 0.630835877265781
"187" 0.645263 0.904914 0.440831969259307 0.962443238589913 0.962536988779902 0.884648281382397 0.423138431506231
"188" -0.478282 2.085452 0.0201737375464290 0.101567413192242 0.91413106257096 0.0459524041507393 0.110661498503760
"189" 2.194014 5.43574 0.442203833721578 0.703553990228102 0.657757619628683 0.666375357657671 0.281352991936728
"190" 7.440612 5.65415 0.527677999809384 0.691495068604127 0.276251837145537 0.888546718284488 0.70136266364716
"191" -0.723874 -2.884822 0.367244533961639 0.565651231678203 0.203225129283965 0.113627031445503 0.490230141207576
"192" 6.5322 6.188972 0.285168469650671 0.809710438596085 0.107733942801133 0.529792274115607 0.997868890175596
"193" 0.732015 -0.242045 0.714950230205432 0.241066346876323 0.461141557898372 0.574111515190452 0.352538254112005
"194" 6.594237 7.24193 0.246852895943448 0.237287929048762 0.0579601498320699 0.0808100181166083 0.311350716277957
"195" 3.165807 5.265975 0.0723320215474814 0.584532260196283 0.524885915219784 0.257782882777974 0.403136651962996
"196" 6.497682 5.082553 0.250502409413457 0.641687269322574 0.496152044739574 0.785351829137653 0.329595090355724
"197" -1.263454 -3.178144 0.596766130998731 0.221892678178847 0.0267688760068268 0.0238820328377187 0.149263906525448
"198" 1.218164 -0.394659 0.0743235179688781 0.871118102455512 0.483632050221786 0.80319188022986 0.91710631782189
"199" -1.252405 -4.044281 0.464760907925665 0.945972713874653 0.59244696283713 0.495275861350819 0.0641629160381854
"200" 7.366219 5.724766 0.0788110836874694 0.77539189811796 0.910773187875748 0.101064568152651 0.921327377902344
"201" 6.386383 6.258808 0.898506524506956 0.0809135746676475 0.271660805214196 0.122587237507105 0.884780516382307
"202" 6.395827 6.30967 0.176073561422527 0.69501549238339 0.853918429929763 0.211791425943375 0.970475550973788
"203" 0.160589 -0.073385 0.388507578056306 0.956753162201494 0.706780365202576 0.905048558022827 0.979478599503636
"204" 7.477632 5.977015 0.240070645930246 0.885210948297754 0.792221646988764 0.767840268323198 0.199937047902495
"205" 7.032925 5.410155 0.977330978261307 0.225869199261069 0.86734761763364 0.182192184263840 0.108780799200758
"206" -1.389212 -3.376021 0.119555472861975 0.618947650073096 0.466362425358966 0.0952427636366338 0.319191991584376
"207" 6.91116 6.226055 0.952534130774438 0.50885895639658 0.422508710296825 0.782925885403529 0.24340842384845
"208" 2.433903 5.280729 0.950738100800663 0.85804507508874 0.511164630297571 0.763409664621577 0.902164635714144
"209" -0.226117 0.736954 0.599134530872107 0.696074198232964 0.481202063616365 0.692952600540593 0.246945927850902
"210" -0.53514 -2.812322 0.16645774920471 0.286567197414115 0.600048382300884 0.119456717744470 0.331451408797875
"211" -1.001827 0.648792 0.226075418991968 0.829568112967536 0.411269058706239 0.561794744804502 0.962600309867412
"212" 3.386506 4.354471 0.523843916831538 0.318794559221715 0.522416675230488 0.0234171005431563 0.372955083614215
"213" -1.456987 0.33625 0.786594712873921 0.241249341517687 0.190851268591359 0.500844067893922 0.127374486997724
"214" 7.105395 5.500774 0.00719617586582899 0.119025365915149 0.67494618264027 0.70539245638065 0.943427220918238
"215" -1.368795 3.442899 0.999559797113761 0.597054440993816 0.549720949726179 0.227180228102952 0.884723598137498
"216" -1.062811 -2.824286 0.469027334824204 0.956432049628347 0.464861590880901 0.0231567027512938 0.441960057010874
"217" 7.26347 6.490536 0.838252221234143 0.631541331298649 0.00773562397807837 0.494980122661218 0.692916948813945
"218" 2.953013 4.793612 0.731276620179415 0.80029936437495 0.724632772617042 0.363042633514851 0.192986390087754
"219" 7.441739 5.989637 0.907322802813724 0.570583411958069 0.596602749312297 0.107354659587145 0.557311408920214
"220" -0.658108 -2.621721 0.579100486356765 0.438602849841118 0.0398107711225748 0.488556937081739 0.617391659878194
"221" 0.009077 -0.034213 0.627117236610502 0.0529864910058677 0.529333846643567 0.0282231932505965 0.824474096763879
"222" -0.062891 -0.289851 0.658131818287075 0.827752390410751 0.529523976612836 0.492141720140353 0.442060716915876
"223" 2.999811 5.759707 0.542249891674146 0.438426199369133 0.578316848259419 0.362990400986746 0.325698011321947
"224" 3.974776 5.265884 0.570357679156587 0.677699868800119 0.444660905515775 0.190008913166821 0.692917322507128
"225" 3.320876 4.988779 0.324988128617406 0.0257600280456245 0.215270811691880 0.910997281549498 0.248884205473587
"226" 2.501754 5.241129 0.124944692710415 0.828360349172726 0.849511635955423 0.208524588495493 0.108090689871460
"227" -1.249286 3.237799 0.225023753009737 0.434060173342004 0.307051326846704 0.136004404630512 0.281652288977057
"228" 0.517759 0.914475 0.373210636666045 0.182094413787127 0.128223060397431 0.259175799554214 0.69536811276339
"229" -0.877131 2.732081 0.749102575005963 0.939282731618732 0.783274916233495 0.0984758823178709 0.586821485077962
"230" 7.198207 6.071562 0.357410890515894 0.502325662178919 0.63300369726494 0.660320072900504 0.603637527674437
"231" 2.729428 5.296633 0.82005278300494 0.878080008551478 0.906829173211008 0.069552059751004 0.168450248660520
"232" 7.923801 5.955712 0.00416814582422376 0.501035879831761 0.244658890878782 0.409315007505938 0.80274353758432
"233" 7.474794 5.878574 0.772558198077604 0.193501261761412 0.186789786675945 0.481263352325186 0.331957789603621
"234" -0.518463 -0.358871 0.384110418381169 0.477751425234601 0.826331306481734 0.00484421919099987 0.386455534026027
"235" -1.496684 2.325934 0.0868539474904537 0.444487014785409 0.763559449929744 0.228800116805360 0.909458349924535
"236" 2.515309 4.853479 0.308172580087557 0.0195927838794887 0.483876751502976 0.356009725946933 0.566668187268078
"237" 2.955272 5.038766 0.343172780936584 0.571828854270279 0.573570652864873 0.617333814036101 0.396672839997336
"238" 0.083715 0.325193 0.519039518199861 0.852616634452716 0.224984278203920 0.305896893609315 0.5684106471017
"239" 7.233785 5.790561 0.358019882347435 0.613525846041739 0.163691121153533 0.779707816895097 0.00742528541013598
"240" -0.90828 3.570962 0.669454311951995 0.422585215419531 0.389974686782807 0.516920258523896 0.56274820282124
"241" -0.881915 3.563142 0.546856226865202 0.666659771464765 0.871973420958966 0.629275386221707 0.840170757845044
"242" -1.542111 2.955752 0.601492314366624 0.684150045039132 0.559634101111442 0.307279380969703 0.508402423001826
"243" 3.324533 5.450381 0.226839567767456 0.855201736092567 0.768751862691715 0.856414766982198 0.816889214562252
"244" 6.992241 5.839022 0.914464911213145 0.676103332079947 0.211638689041138 0.561201140517369 0.647746076574549
"245" 3.507665 4.29755 0.748292525531724 0.476849014870822 0.627698804717511 0.275871211895719 0.350089364685118
"246" -0.30615 0.043404 0.245384207228199 0.0422206886578351 0.0556250852532685 0.569492758950219 0.42728279880248
"247" 7.768401 5.297889 0.0544610207434744 0.730912276310846 0.2897381009534 0.0298310935031623 0.521464048884809
"248" 0.104219 2.651208 0.713666151510552 0.838349756784737 0.327733569312841 0.597465692320839 0.855350085766986
"249" 0.281439 -0.152079 0.406536964699626 0.594968393445015 0.959581090603024 0.390729011967778 0.95636841119267
"250" -0.758799 -3.014781 0.101167079294100 0.844901679549366 0.478718842612579 0.895262422040105 0.623265146277845
"251" -1.126136 -3.132662 0.0920336348935962 0.328242809511721 0.681702334899455 0.443210266297683 0.811969152884558
"252" -0.550282 -0.10998 0.0403963085263968 0.0922494062688202 0.129778340691701 0.814856559969485 0.186525879893452
"253" 3.153999 4.379348 0.428290538722649 0.227779975160956 0.531574390828609 0.785882427357137 0.832157248165458
"254" -1.644543 2.853286 0.117280699312687 0.455212081316859 0.62637774576433 0.730338586727157 0.433639378054067
