1123,2,2
1093,1,2
1107,2,2
1140,2,2
1125,2,2
1113,2,2
1125,1,2
1114,3,2
1091,2,2
1101,1,2
1107,3,2
1116,2,2
1098,1,2
1107,1,2
1125,1,2
1130,2,2
1099,2,2
1111,2,2
1390,3,2
1253,1,2
1470,2,2
1357,2,2
1313,1,2
1362,3,2
1282,2,2
1307,3,2
1340,2,2
1320,2,2
1330,1,2
1285,2,2
1347,3,2
1310,1,2
1297,2,2
1146,2,2
1130,2,2
1102,3,2
1142,1,2
1118,2,2
1168,2,2
1158,3,2
1177,1,2
1240,3,2
1177,3,2
1176,3,2
1113,3,2
1060,3,2
1163,1,2
1120,2,2
1145,2,2
1109,3,2
1173,2,2
1148,1,2
1149,1,2
1149,2,2
1185,2,2
1183,3,2
1127,2,2
1308,2,2
1307,2,2
1305,1,2
1383,1,2
1372,2,2
1388,2,2
1301,2,2
1380,1,2
1302,1,2
1372,2,2
1376,1,2
1368,2,2
605,1,3
600,1,3
600,2,3
602,1,3
600,2,3
600,2,3
610,2,3
605,1,3
600,3,3
605,2,3
602,2,3
605,1,3
602,1,3
602,3,3
600,3,3
600,2,3
600,2,3
602,1,3
600,2,3
600,1,3
600,3,3
608,3,3
600,2,3
595,1,3
595,1,3
608,2,3
608,3,3
610,3,3
602,2,3
602,1,3
610,1,3
610,2,3
610,3,3
600,2,3
608,3,3
605,3,3
595,2,3
575,2,3
510,2,3
626,3,3
600,2,3
570,3,3
615,2,3
570,2,3
525,1,3
620,1,3
535,2,3
600,2,3
600,2,3
600,2,3
600,3,3
670,2,3
720,1,3
760,2,3
730,2,3
750,1,3
690,3,3
580,1,3
760,2,3
800,2,3
780,2,3
770,2,3
820,1,3
790,1,3
780,1,3
750,2,3
720,1,3
710,1,3
760,1,3
680,2,3
670,2,3
640,1,3
670,2,3
630,3,3
690,3,3
680,3,3
730,2,3
710,2,3
740,1,3
730,1,3
720,2,3
800,2,3
760,1,3
670,2,3
650,1,3
590,1,3
530,2,3
580,2,3
630,1,3
640,3,3
680,1,3
590,2,3
570,3,3
580,3,3
650,3,3
630,2,3
670,3,3
620,2,3
670,2,3
680,3,3
650,3,3
1020,2,3
1000,1,3
1030,3,3
990,3,3
1050,1,3
830,2,3
880,1,3
900,2,3
970,3,3
980,2,3
990,1,3
850,2,3
860,2,3
910,3,3
1040,2,3
940,2,3
930,2,3
1010,1,3
730,1,3
690,2,3
960,2,3
1020,3,3
1010,2,3
850,1,3
1030,3,3
940,3,3
820,1,3
810,2,3
920,3,3
1010,3,3
930,3,3
910,3,3
900,2,3
830,3,3
840,1,3
910,2,3
850,2,3
830,1,3
800,2,3
770,2,3
760,2,3
810,3,3
750,2,3
950,1,3
870,2,3
790,2,3
810,3,3
970,2,3
870,2,3
740,2,3
