"a" "b"
"91" 1.99914630815886 2.10749176832968
"92" 1.97066194404079 2.02034470682098
"93" 1.99558228430957 2.00829124839733
"94" 1.96547484813972 1.89772892727231
"95" 2.03175422687018 1.90543489676459
"96" 2.02962008797547 2.03735046838456
"97" 1.97937799499056 1.99263445483739
"98" 1.95900235517863 2.01045821810275
"99" 2.13430380601416 2.00914954498037
"100" 2.07535714105872 2.16187492566654
"101" 2.95738723735038 2.97798970540319
"102" 2.95473644425096 2.9971518327135
"103" 2.90754495766284 2.97546972118943
"104" 3.04829827568807 3.08357605514993
"105" 3.01129004114839 3.03130188314035
"106" 2.98817003417212 2.97968246809111
"107" 2.94634470026304 2.98153304435633
"108" 2.98236125137316 2.94399732562312
"109" 3.02271647773211 2.94425522517857
"110" 3.00122629061787 3.08498366187074
"111" 2.95738723735038 2.97798970540319
"112" 2.95473644425096 2.9971518327135
"113" 2.90754495766284 2.97546972118943
"114" 3.04829827568807 3.08357605514993
"115" 3.01129004114839 3.03130188314035
"116" 2.98817003417212 2.97968246809111
"117" 2.94634470026304 2.98153304435633
"118" 2.98236125137316 2.94399732562312
"119" 3.02271647773211 2.94425522517857
"120" 3.00122629061787 3.08498366187074
"121" 2.95738723735038 2.97798970540319
"122" 2.95473644425096 2.9971518327135
"123" 2.90754495766284 2.97546972118943
"124" 3.04829827568807 3.08357605514993
"125" 3.01129004114839 3.03130188314035
"126" 2.98817003417212 2.97968246809111
"127" 2.94634470026304 2.98153304435633
"128" 2.98236125137316 2.94399732562312
"129" 3.02271647773211 2.94425522517857
"130" 3.00122629061787 3.08498366187074
"131" 2.95738723735038 2.97798970540319
"132" 2.95473644425096 2.9971518327135
"133" 2.90754495766284 2.97546972118943
"134" 3.04829827568807 3.08357605514993
"135" 3.01129004114839 3.03130188314035
"136" 2.98817003417212 2.97968246809111
"137" 2.94634470026304 2.98153304435633
"138" 2.98236125137316 2.94399732562312
"139" 3.02271647773211 2.94425522517857
"140" 3.00122629061787 3.08498366187074
"141" 2.95738723735038 2.97798970540319
"142" 2.95473644425096 2.9971518327135
"143" 2.90754495766284 2.97546972118943
"144" 3.04829827568807 3.08357605514993
"145" 3.01129004114839 3.03130188314035
"146" 2.98817003417212 2.97968246809111
"147" 2.94634470026304 2.98153304435633
"148" 2.98236125137316 2.94399732562312
"149" 3.02271647773211 2.94425522517857
"150" 3.00122629061787 3.08498366187074
"151" 2.95738723735038 2.97798970540319
"152" 2.95473644425096 2.9971518327135
"153" 2.90754495766284 2.97546972118943
"154" 3.04829827568807 3.08357605514993
"155" 3.01129004114839 3.03130188314035
"156" 2.98817003417212 2.97968246809111
"157" 2.94634470026304 2.98153304435633
"158" 2.98236125137316 2.94399732562312
"159" 3.02271647773211 2.94425522517857
"160" 3.00122629061787 3.08498366187074
"161" 2.95738723735038 2.97798970540319
"162" 2.95473644425096 2.9971518327135
"163" 2.90754495766284 2.97546972118943
"164" 3.04829827568807 3.08357605514993
"165" 3.01129004114839 3.03130188314035
"166" 2.98817003417212 2.97968246809111
"167" 2.94634470026304 2.98153304435633
"168" 2.98236125137316 2.94399732562312
"169" 3.02271647773211 2.94425522517857
"170" 3.00122629061787 3.08498366187074
"171" 2.95738723735038 2.97798970540319
"172" 2.95473644425096 2.9971518327135
"173" 2.90754495766284 2.97546972118943
"174" 3.04829827568807 3.08357605514993
"175" 3.01129004114839 3.03130188314035
"176" 2.98817003417212 2.97968246809111
"177" 2.94634470026304 2.98153304435633
"178" 2.98236125137316 2.94399732562312
"179" 3.02271647773211 2.94425522517857
"180" 3.00122629061787 3.08498366187074
"181" 2.95738723735038 2.97798970540319
"182" 2.95473644425096 2.9971518327135
"183" 2.90754495766284 2.97546972118943
"184" 3.04829827568807 3.08357605514993
"185" 3.01129004114839 3.03130188314035
"186" 2.98817003417212 2.97968246809111
"187" 2.94634470026304 2.98153304435633
"188" 2.98236125137316 2.94399732562312
"189" 3.02271647773211 2.94425522517857
"190" 3.00122629061787 3.08498366187074
"191" 2.95738723735038 2.97798970540319
"192" 2.95473644425096 2.9971518327135
"193" 2.90754495766284 2.97546972118943
"194" 3.04829827568807 3.08357605514993
"195" 3.01129004114839 3.03130188314035
"196" 2.98817003417212 2.97968246809111
"197" 2.94634470026304 2.98153304435633
"198" 2.98236125137316 2.94399732562312
"199" 3.02271647773211 2.94425522517857
"200" 3.00122629061787 3.08498366187074
"201" 2.97159407771766 1.05370451992213
"202" 2.94289091016355 0.895019546192779
"203" 3.02473837544211 0.996445047358627
"204" 2.97639445923087 1.01774349342186
"205" 3.04722312206552 0.979683878887003
"206" 2.92559610859156 0.974034394580201
"207" 2.94852049121552 1.03591014709458
"208" 2.88439765923388 0.961098339904242
"209" 3.01709498501996 0.976010704660236
"210" 3.02620252268106 1.11229965466641
"211" 2.97159407771766 1.05370451992213
"212" 2.94289091016355 0.895019546192779
"213" 3.02473837544211 0.996445047358627
"214" 2.97639445923087 1.01774349342186
"215" 3.04722312206552 0.979683878887003
"216" 2.92559610859156 0.974034394580201
"217" 2.94852049121552 1.03591014709458
"218" 2.88439765923388 0.961098339904242
"219" 3.01709498501996 0.976010704660236
"220" 3.02620252268106 1.11229965466641
"221" 2.97159407771766 1.05370451992213
"222" 2.94289091016355 0.895019546192779
"223" 3.02473837544211 0.996445047358627
"224" 2.97639445923087 1.01774349342186
"225" 3.04722312206552 0.979683878887003
"226" 2.92559610859156 0.974034394580201
"227" 2.94852049121552 1.03591014709458
"228" 2.88439765923388 0.961098339904242
"229" 3.01709498501996 0.976010704660236
"230" 3.02620252268106 1.11229965466641
"231" 2.97159407771766 1.05370451992213
"232" 2.94289091016355 0.895019546192779
"233" 3.02473837544211 0.996445047358627
"234" 2.97639445923087 1.01774349342186
"235" 3.04722312206552 0.979683878887003
"236" 2.92559610859156 0.974034394580201
"237" 2.94852049121552 1.03591014709458
"238" 2.88439765923388 0.961098339904242
"239" 3.01709498501996 0.976010704660236
"240" 3.02620252268106 1.11229965466641
"241" 2.97159407771766 1.05370451992213
"242" 2.94289091016355 0.895019546192779
"243" 3.02473837544211 0.996445047358627
"244" 2.97639445923087 1.01774349342186
"245" 3.04722312206552 0.979683878887003
"246" 2.92559610859156 0.974034394580201
"247" 2.94852049121552 1.03591014709458
"248" 2.88439765923388 0.961098339904242
"249" 3.01709498501996 0.976010704660236
"250" 3.02620252268106 1.11229965466641
"251" 2.97159407771766 1.05370451992213
"252" 2.94289091016355 0.895019546192779
"253" 3.02473837544211 0.996445047358627
"254" 2.97639445923087 1.01774349342186
"255" 3.04722312206552 0.979683878887003
"256" 2.92559610859156 0.974034394580201
"257" 2.94852049121552 1.03591014709458
"258" 2.88439765923388 0.961098339904242
"259" 3.01709498501996 0.976010704660236
"260" 3.02620252268106 1.11229965466641
"261" 2.97159407771766 1.05370451992213
"262" 2.94289091016355 0.895019546192779
"263" 3.02473837544211 0.996445047358627
"264" 2.97639445923087 1.01774349342186
"265" 3.04722312206552 0.979683878887003
"266" 2.92559610859156 0.974034394580201
"267" 2.94852049121552 1.03591014709458
"268" 2.88439765923388 0.961098339904242
"269" 3.01709498501996 0.976010704660236
"270" 3.02620252268106 1.11229965466641
"271" 2.97159407771766 1.05370451992213
"272" 2.94289091016355 0.895019546192779
"273" 3.02473837544211 0.996445047358627
"274" 2.97639445923087 1.01774349342186
"275" 3.04722312206552 0.979683878887003
"276" 2.92559610859156 0.974034394580201
"277" 2.94852049121552 1.03591014709458
"278" 2.88439765923388 0.961098339904242
"279" 3.01709498501996 0.976010704660236
"280" 3.02620252268106 1.11229965466641
"281" 2.97159407771766 1.05370451992213
"282" 2.94289091016355 0.895019546192779
"283" 3.02473837544211 0.996445047358627
"284" 2.97639445923087 1.01774349342186
"285" 3.04722312206552 0.979683878887003
"286" 2.92559610859156 0.974034394580201
"287" 2.94852049121552 1.03591014709458
"288" 2.88439765923388 0.961098339904242
"289" 3.01709498501996 0.976010704660236
"290" 3.02620252268106 1.11229965466641
"291" 2.97159407771766 1.05370451992213
"292" 2.94289091016355 0.895019546192779
"293" 3.02473837544211 0.996445047358627
"294" 2.97639445923087 1.01774349342186
"295" 3.04722312206552 0.979683878887003
"296" 2.92559610859156 0.974034394580201
"297" 2.94852049121552 1.03591014709458
"298" 2.88439765923388 0.961098339904242
"299" 3.01709498501996 0.976010704660236
"300" 3.02620252268106 1.11229965466641
"301" -0.112668380411133 -0.000188539683746788
"302" -0.0307214040093512 -0.162679126368068
"303" -0.135218462818834 0.0547863803123793
"304" 0.0298325853397515 0.0121441464268960
"305" 0.0339889216960243 -0.241588937405109
"306" -0.116192653660757 -0.085836657881634
"307" 0.099071084497806 0.091849131354036
"308" -0.123681208223611 -0.125710651337822
"309" 0.0352577251431561 -0.0965855037521206
"310" -0.0207112887875618 -0.0068059429267716
"311" 0.0734420319729458 -0.237103309759861
"312" -0.10361343303539 0.127663867666702
"313" -0.065758104016267 0.277264065369718
"314" 0.181045171318305 -0.194412071153038
"315" 0.091670387162378 0.100774192993824
"316" -0.0173066908624099 -0.0728377688792009
"317" -0.0130150696649156 -0.0272696880640443
"318" 0.103325439154845 -0.0292889657689293
"319" 0.0121618630570925 -0.0253909312281104
"320" -0.152476220032756 0.167683417383601
"321" -0.040191936954624 -0.220666756997676
"322" 0.0793964524754232 -0.209066745254087
"323" 0.0893506620993762 -0.138195797267747
"324" 0.0627412253288685 -0.154410845101815
"325" -0.0633982716469302 0.0181308160551793
"326" -0.0440011865543606 -0.111698711677756
"327" -0.109132554101850 -0.0429894373883841
"328" -0.118723042202734 0.101144090197067
"329" 0.0308954653049752 0.00278033554314966
"330" -0.086781660232117 -0.147847899428108
"331" -0.166023163830246 0.051431521412864
"332" 0.107910621694336 0.0978111698988644
"333" -0.0208322358422387 0.0217663258692071
"334" 0.02716015680126 -0.0798234188394072
"335" -0.0136012893987653 -0.275693775789532
"336" 0.0524144111880865 0.193815875708013
"337" 0.182809755755649 0.0196769492231977
"338" -0.0633727188190368 -0.0394273740693517
"339" 0.00762809219160564 0.177932972511506
"340" 0.0918943867162482 0.124301767950198
"341" 0.0216587315311541 -0.0994247769898967
"342" -0.0380452174303419 -0.0563736865847334
"343" 0.0411213517948522 -0.0476217178669231
"344" 0.00611194699897593 -0.115655315739658
"345" 0.263152105901692 -0.036548346411653
"346" 0.0768469969400312 0.0132521628563987
"347" -0.0280021973426311 0.100740894226438
"348" -0.0334079216049585 -0.187216090661555
"349" 0.0655128433211269 -0.0311990182490235
"350" 0.0420728694523774 0.136408286667332
"351" 0.0215589451486953 0.110765458440220
"352" 0.0230594536898258 0.059409465779295
"353" 0.122794395050792 -0.0168916740793706
"354" 0.0330046613982136 0.158178026193933
"355" 0.222602122135534 0.130857426669147
"356" 0.0368040850260807 0.123025372016006
"357" -0.0793528034170168 -0.0694269254666138
"358" 0.00373365278125997 -0.0319752348120722
"359" 0.0259530127410722 0.0791931013885571
"360" -0.130374185261765 0.323035237630089
"361" 0.0251824222020404 -0.0479047083520264
"362" -0.160174367362205 0.100334355384471
"363" 0.0595384352727361 -0.150423412983972
"364" 0.0900627503192564 0.0362960863778201
"365" -0.0649006043880203 0.0168276332851495
"366" -0.238904690243113 -0.0403808988594333
"367" -0.089903856742742 0.0115489788637576
"368" 0.0138271733456215 -0.079839739979907
"369" 0.0592453691479899 -0.0328309487108006
"370" 0.0101125064422904 -0.114955740725423
"371" 0.12336518856455 -0.00049526216599847
"372" -0.0162687894208694 0.0597266989546408
"373" 0.102119604173765 -0.0417022030762074
"374" 0.150262268420142 -0.0820171996568395
"375" -0.111248640483201 -0.0738970667454345
"376" 0.143880863805638 -0.0904978449507112
"377" 0.313729918025470 0.0444425244816147
"378" 0.0216461728977255 -0.00949804523853452
"379" 0.181196821686754 -0.0219578451323257
"380" -0.180010750129584 0.00997716121476937
"381" -0.00624203194410155 0.174301890783548
"382" 0.048844373835812 -0.00482547867465117
"383" 0.143379116324584 -0.0061577409345119
"384" -0.0136442524414157 0.0434772352653446
"385" 0.198953200132807 -0.199148202744351
"386" -0.0564690717399326 0.00136700618895810
"387" 0.0722305459079317 -0.0590369235841074
"388" 0.257774396107251 -0.058467516518942
"389" 0.0744995534972068 -0.031182819577395
"390" -0.0552458577243958 -0.0362723299520346
"391" -0.0259563350945874 -0.160707789936772
"392" 0.00143046834968807 -0.0171325082091537
"393" -0.132215511300960 0.102092146020435
"394" 0.0161177252463859 0.182998019678079
"395" 0.100989760439331 0.0421841432112357
"396" 0.0217710299195643 -0.0837060100709733
"397" 0.03413363244339 0.00966309786201585
"398" -0.0832701562735038 -0.026751009824847
"399" -0.161334639274678 0.0626336018705699
"400" -0.00615833282970248 0.108678266802357
"401" 1.08038850064476 1.03063587765059
"402" 1.06233547258258 1.06946141865583
"403" 0.944416259031229 1.05877837642506
"404" 0.932621250011148 0.985767433811177
"405" 0.944429955473274 0.90077754752407
"406" 1.19712153948765 0.843242749271956
"407" 1.10327283698221 1.11198773379557
"408" 0.979569792754051 1.16112975069767
"409" 0.928701925067852 1.01055671392752
"410" 1.2175421661729 1.15056409316560
"411" 1.03372325921628 0.972588803191536
"412" 0.993818119564398 0.950967675175269
"413" 1.02108824177356 1.01973848382939
"414" 0.996630291816158 0.853527377502551
"415" 0.992143537215906 0.93801860734093
"416" 1.0345171901526 0.97773815248993
"417" 0.973395069363536 1.02330273158483
"418" 0.886402996734747 0.940300573993315
"419" 1.19831612707185 0.98867453680686
"420" 1.02972831604400 0.945498522434244
"421" 1.04860860073509 1.04293772203573
"422" 1.10873577575815 1.13538053357691
"423" 1.0170150819185 0.992584308043186
"424" 0.955774792650611 1.04681597372314
"425" 1.02103959129983 0.914446291337381
"426" 0.912465439276085 0.956130003609264
"427" 0.99509091760236 1.15326582757405
"428" 1.11939363769446 0.91173668341667
"429" 1.07366253202228 0.934178681409715
"430" 0.977245843245657 1.05614611063093
"431" 0.98279717427164 1.13920864973261
"432" 1.05589940962027 0.87387884698286
"433" 1.12506306806994 1.13072985464370
"434" 1.19328942109322 0.806101998128459
"435" 1.00536326074764 0.927299414779596
"436" 1.14051684027805 1.06355598055453
"437" 0.892050300634899 1.00981463160987
"438" 1.14350775849754 1.08110843187759
"439" 0.991265096522417 0.946715987066569
"440" 1.06015299889866 1.02939743222414
"441" 1.01521982513448 1.01507118351013
"442" 0.797497813849356 1.05731499389417
"443" 0.943025456224873 1.02516960653299
"444" 1.14417763410818 1.14638879175089
"445" 1.11488058244774 1.02441029662489
"446" 1.01534727769680 1.04469646029771
"447" 0.953909061197076 1.09832683357713
"448" 0.921769455940968 1.04113867411558
"449" 0.997671218304784 0.963397701590802
"450" 1.00034544734926 0.989653834143622
"451" 1.03248157858906 0.94318067430077
"452" 0.97888674186951 0.951779635578868
"453" 0.995678583402915 0.900650603946754
"454" 0.943812318726005 1.04795999273461
"455" 1.07531313583719 0.789061822066145
"456" 1.03569475345802 0.94521765191064
"457" 1.04291590456923 0.938527499350016
"458" 1.12591748484868 1.19949442785564
"459" 0.932146057439792 0.988102234422065
"460" 1.16179551137381 0.852910377459947
"461" 1.08612306198310 0.9499280784942
"462" 1.04316367289329 1.22485933146186
"463" 0.96520714877131 1.05423413090182
"464" 1.03926687678047 0.964005470314384
"465" 1.17232533364584 0.804249100802109
"466" 1.03639322775867 0.822166125440888
"467" 1.23660054658129 1.12072429850402
"468" 1.08899402947107 1.04053157353111
"469" 0.940910933078185 1.05354682476210
"470" 0.954648736131122 0.903562855262568
"471" 0.874795011654082 0.989329915489902
"472" 0.90475427607532 0.93429877315429
"473" 0.93395513644619 0.912866737702269
"474" 1.11950342739598 0.984098710732234
"475" 0.863602446339623 0.996127413854141
"476" 0.995638116371993 1.03576499494875
"477" 0.845564943283463 0.941411021670347
"478" 1.01064128799248 1.24369025473739
"479" 0.904941204509441 1.20771574466707
"480" 1.06164039710863 0.85853659195587
"481" 0.939706601381032 0.838230701369954
"482" 1.05083280576163 0.9484041772708
"483" 1.10409786166771 1.01904063118575
"484" 0.982035384374008 1.06958403256289
"485" 0.98244642723886 0.859471831925008
"486" 1.02697609910523 0.977588605268366
"487" 0.971562372601984 0.988163799391356
"488" 1.0142995658848 1.01913929381278
"489" 1.01885471673664 1.07727793278493
"490" 0.950269382086729 0.967551636289799
"491" 1.15206407781618 0.878775879435975
"492" 0.954471990162913 0.925023593162106
"493" 0.975790297037616 1.19327298138213
"494" 0.90585212411656 1.03869275519910
"495" 0.977748629591935 1.02409115027519
"496" 0.920707517228117 0.97359510644684
"497" 0.990627366315518 1.02837526292832
"498" 1.06491965861816 0.923029770668431
"499" 0.771280604346627 0.87673007383784
"500" 0.861733311994524 1.01880841427414
