"a" "b"
"87" -0.0793528034170168 -0.0694269254666138
"88" 0.00373365278125997 -0.0319752348120722
"89" 0.0259530127410722 0.0791931013885571
"90" -0.130374185261765 0.323035237630089
"91" 0.0251824222020404 -0.0479047083520264
"92" -0.160174367362205 0.100334355384471
"93" 0.0595384352727361 -0.150423412983972
"94" 0.0900627503192564 0.0362960863778201
"95" -0.0649006043880203 0.0168276332851495
"96" -0.238904690243113 -0.0403808988594333
"97" -0.089903856742742 0.0115489788637576
"98" 0.0138271733456215 -0.079839739979907
"99" 0.0592453691479899 -0.0328309487108006
"100" 0.0101125064422904 -0.114955740725423
"101" 0.12336518856455 -0.00049526216599847
"102" -0.0162687894208694 0.0597266989546408
"103" 0.102119604173765 -0.0417022030762074
"104" 0.150262268420142 -0.0820171996568395
"105" -0.111248640483201 -0.0738970667454345
"106" 0.143880863805638 -0.0904978449507112
"107" 0.313729918025470 0.0444425244816147
"108" 0.0216461728977255 -0.00949804523853452
"109" 0.181196821686754 -0.0219578451323257
"110" -0.180010750129584 0.00997716121476937
"111" -0.00624203194410155 0.174301890783548
"112" 0.048844373835812 -0.00482547867465117
"113" 0.143379116324584 -0.0061577409345119
"114" -0.0136442524414157 0.0434772352653446
"115" 0.198953200132807 -0.199148202744351
"116" -0.0564690717399326 0.00136700618895810
"117" 0.0722305459079317 -0.0590369235841074
"118" 0.257774396107251 -0.058467516518942
"119" 0.0744995534972068 -0.031182819577395
"120" -0.0552458577243958 -0.0362723299520346
"121" -0.0259563350945874 -0.160707789936772
"122" 0.00143046834968807 -0.0171325082091537
"123" -0.132215511300960 0.102092146020435
"124" 0.0161177252463859 0.182998019678079
"125" 0.100989760439331 0.0421841432112357
"126" 0.0217710299195643 -0.0837060100709733
"127" 0.03413363244339 0.00966309786201585
"128" -0.0832701562735038 -0.026751009824847
"129" -0.161334639274678 0.0626336018705699
"130" -0.00615833282970248 0.108678266802357
"131" 1.08038850064476 1.03063587765059
"132" 1.06233547258258 1.06946141865583
"133" 0.944416259031229 1.05877837642506
"134" 0.932621250011148 0.985767433811177
"135" 0.944429955473274 0.90077754752407
"136" 1.19712153948765 0.843242749271956
"137" 1.10327283698221 1.11198773379557
"138" 0.979569792754051 1.16112975069767
"139" 0.928701925067852 1.01055671392752
"140" 1.2175421661729 1.15056409316560
"141" 1.03372325921628 0.972588803191536
"142" 0.993818119564398 0.950967675175269
"143" 1.02108824177356 1.01973848382939
"144" 0.996630291816158 0.853527377502551
"145" 0.992143537215906 0.93801860734093
"146" 1.0345171901526 0.97773815248993
"147" 0.973395069363536 1.02330273158483
"148" 0.886402996734747 0.940300573993315
"149" 1.19831612707185 0.98867453680686
"150" 1.02972831604400 0.945498522434244
"151" 1.04860860073509 1.04293772203573
"152" 1.10873577575815 1.13538053357691
"153" 1.0170150819185 0.992584308043186
"154" 0.955774792650611 1.04681597372314
"155" 1.02103959129983 0.914446291337381
"156" 0.912465439276085 0.956130003609264
"157" 0.99509091760236 1.15326582757405
"158" 1.11939363769446 0.91173668341667
"159" 1.07366253202228 0.934178681409715
"160" 0.977245843245657 1.05614611063093
"161" 0.98279717427164 1.13920864973261
"162" 1.05589940962027 0.87387884698286
"163" 1.12506306806994 1.13072985464370
"164" 1.19328942109322 0.806101998128459
"165" 1.00536326074764 0.927299414779596
"166" 1.14051684027805 1.06355598055453
"167" 0.892050300634899 1.00981463160987
"168" 1.14350775849754 1.08110843187759
"169" 0.991265096522417 0.946715987066569
"170" 1.06015299889866 1.02939743222414
"171" 1.01521982513448 1.01507118351013
"172" 0.797497813849356 1.05731499389417
"173" 0.943025456224873 1.02516960653299
"174" 1.14417763410818 1.14638879175089
"175" 1.11488058244774 1.02441029662489
"176" 1.01534727769680 1.04469646029771
"177" 0.953909061197076 1.09832683357713
"178" 0.921769455940968 1.04113867411558
"179" 0.997671218304784 0.963397701590802
"180" 1.00034544734926 0.989653834143622
"181" 1.03248157858906 0.94318067430077
"182" 0.97888674186951 0.951779635578868
"183" 0.995678583402915 0.900650603946754
"184" 0.943812318726005 1.04795999273461
"185" 1.07531313583719 0.789061822066145
"186" 1.03569475345802 0.94521765191064
"187" 1.04291590456923 0.938527499350016
"188" 1.12591748484868 1.19949442785564
"189" 0.932146057439792 0.988102234422065
"190" 1.16179551137381 0.852910377459947
"191" 1.08612306198310 0.9499280784942
"192" 1.04316367289329 1.22485933146186
"193" 0.96520714877131 1.05423413090182
"194" 1.03926687678047 0.964005470314384
"195" 1.17232533364584 0.804249100802109
"196" 1.03639322775867 0.822166125440888
"197" 1.23660054658129 1.12072429850402
"198" 1.08899402947107 1.04053157353111
"199" 0.940910933078185 1.05354682476210
"200" 0.954648736131122 0.903562855262568
"201" 0.874795011654082 0.989329915489902
"202" 0.90475427607532 0.93429877315429
"203" 0.93395513644619 0.912866737702269
"204" 1.11950342739598 0.984098710732234
"205" 0.863602446339623 0.996127413854141
"206" 0.995638116371993 1.03576499494875
"207" 0.845564943283463 0.941411021670347
"208" 1.01064128799248 1.24369025473739
"209" 0.904941204509441 1.20771574466707
"210" 1.06164039710863 0.85853659195587
"211" 0.939706601381032 0.838230701369954
"212" 1.05083280576163 0.9484041772708
"213" 1.10409786166771 1.01904063118575
"214" 0.982035384374008 1.06958403256289
"215" 0.98244642723886 0.859471831925008
"216" 1.02697609910523 0.977588605268366
"217" 0.971562372601984 0.988163799391356
"218" 1.0142995658848 1.01913929381278
"219" 1.01885471673664 1.07727793278493
"220" 0.950269382086729 0.967551636289799
"221" 1.15206407781618 0.878775879435975
"222" 0.954471990162913 0.925023593162106
"223" 0.975790297037616 1.19327298138213
"224" 0.90585212411656 1.03869275519910
"225" 0.977748629591935 1.02409115027519
"226" 0.920707517228117 0.97359510644684
"227" 0.990627366315518 1.02837526292832
"228" 1.06491965861816 0.923029770668431
"229" 0.771280604346627 0.87673007383784
"230" 0.861733311994524 1.01880841427414
